V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
W1,35459.09996009176,35527.86099878973,35597.579581254875,35672.62481731871,35740.18293571759,35650.16303548052,35710.20298250195,36035.87937827636,36141.89896114031,36128.05919407983,36113.13667002133,35289.758372119126,35297.30576542029
W2,3536.179631001616,3537.422177619173,3529.88431573492,3508.7026525850133,3551.7386378245287,3545.0778451386577,3531.834185751974,3537.058880535675,3561.35938243983,3576.660234928856,3490.0031250113507,3419.458893525298,3375.728482060314
W3,9610.946256421603,9846.148499856043,9833.175862683915,9675.25140345712,9648.323772250404,9929.319370417354,9954.39512234119,9817.322583350859,9690.768233239965,9931.532654693217,10045.90868043887,9939.624938122633,9755.532460413884
W4,2305.467108702232,2330.324157540258,2377.324896561166,2549.4518469426466,2576.438099252679,2586.9183570154264,2614.5117427039727,2823.948341627265,2998.328396795223,2848.120315815115,2978.9883548114626,3227.7560521243477,3701.489186744984
W5,1935.3817285617845,1963.1181093317489,1947.4227472283578,1954.2629249095985,1806.306223987588,1881.8258806927286,1802.5550219142592,1899.7407953563534,2147.6456660977697,1990.2712623156674,1919.0985377054542,1654.0924380796614,1573.4325644415874
W6,521.8656198546613,522.5402807808988,544.1421758884039,653.3055205278722,676.3867036087538,721.0727308506924,741.9456202808622,822.9565566658447,1071.221853560463,1576.4293689207082,1360.0838007097657,977.4736471757406,852.6625439277758
W7,3090.2591706763096,3051.9995011686847,3202.733678953506,2217.6386907340225,3715.504894444767,3364.11332690211,2906.227513083375,2447.074891557342,4413.337299710027,5695.335224043346,3651.8274292229994,3168.124136390827,2947.2332165379726
W8,3675.728564969801,3870.7364219268056,4477.6598633356825,4061.8725268188023,5493.664389469468,5103.251395550835,5098.663916274002,4778.217788729055,4462.267612390516,5380.264884647493,4639.577988384777,3964.631700764512,3580.4659660317316
W9,8218.998347845953,7728.326058906696,7920.472539274645,8247.710434359915,9590.601858579163,7937.6947132448595,7931.0610753604105,9102.281107747694,8225.93194084696,10311.581386212763,7550.524638524099,6952.522684783381,6927.446269838874
W10,5111.931793748145,5103.8322807331715,5081.907357371757,5144.815722385653,5231.808962608672,5330.827761109315,5436.509624453141,5414.078943617139,5400.913155346216,5369.785783063647,5339.973835530221,5321.655832361933,5306.494132231883
W11,328.86993274027367,320.30751499743394,303.97751331416816,306.43046656328823,312.19912567619895,313.62405953957864,294.6664838467732,298.2890964735852,297.5567510194256,308.9006985978267,287.1803727284695,282.3190076847098,269.2014282425928
W12,1032.379974512141,1030.5148841975652,1020.9331875260508,1033.6348856625032,1063.3873658305356,1063.453090114192,1056.9931770504431,1049.863522876474,1063.9047638861289,1055.4435529421175,1045.3697670798997,1041.3517068814906,1039.523168008261
W13,2463.3233935302337,2484.7019822590714,2500.6966007545157,2520.70146907901,2487.282185728422,2498.6041140747984,2509.6234611910927,2477.420383863359,2443.163048123352,2410.3069746442047,2473.2480051519915,2503.5314491083163,2524.8868341355314
W14,2425.9463004228724,2422.863801325136,2436.8053526203353,2440.163917809655,2426.5597033394074,2496.418820436113,2541.3267132463175,2515.7865716752135,2455.4966608105265,2450.430066910296,2478.8188772508092,2573.040345174678,2513.2881440565534
W15,4535.3386993411295,4308.6948281496425,4518.498690836793,4543.88923248207,4428.154877236556,4582.784778278368,4671.563195626779,4730.191425807935,4259.837839382037,3871.8024575727673,4536.836538923191,5835.65068088977,5519.17594177773
W16,4757.770686683826,4664.910965608507,4734.859961553396,4712.940673682747,4681.895205716672,4766.895627249278,4858.73448532807,5055.018405479029,4731.484540997983,4676.578039392441,5480.2203260595115,6137.6969101008335,5900.6874933120125
W17,12009.721413505817,12001.10922737559,11969.291232580832,11950.631161906504,11936.668282078439,12042.424905812393,12051.346282410672,12063.890146356762,12073.053036787001,12077.641522460463,12079.664267044793,12090.791147317543,12069.07877783402
W18,4371.290159980472,4371.082388153195,4366.080888198413,4367.179786905524,4381.717242361425,4166.150148160889,4121.9384289200625,4149.2058107093435,4127.827556137065,4121.374815055621,4119.192464844809,4095.325437341369,4111.685890099741
W19,2580.0846668739414,3225.91942455314,2994.497754767871,2781.865037751278,2488.6326653458927,3233.697237153095,3572.0865873129246,3103.228491079417,2842.884678600843,4405.823107648939,6696.556785157235,4651.186582350517,3430.2427358553095
W20,3899.8428484627334,3770.185877611717,3695.6518490124477,3686.082487273345,3737.0090973621855,3830.504520621425,3939.2210965499658,4032.6841484450124,4084.388629531558,4078.05785046954,4020.4973764805045,3914.529973800051,3785.3180614890207
W21,2385.0660085245086,2456.6266800885246,2391.068814338158,2741.8179836047248,3261.4890325260467,3020.457063081989,2604.6199087583495,2645.195572869623,3252.2553440494908,3396.163978430448,3737.715423145084,3185.720356595442,2711.8370381175764
W22,3833.952065068,3942.9520406130105,4124.8420063655585,4399.421808310951,4291.15983038852,4593.600941103224,4515.015673316521,4569.912011772085,4358.468062419939,4121.138608238405,4590.610222430868,4596.886175132474,4231.367500554094
W23,735.7887323875632,810.5425148856079,816.0062057801655,783.5202411407752,747.4971057888586,806.5005766565686,881.7556570233272,867.5327169475825,762.1771011978026,831.3662757933012,889.3675828898532,840.2262810914635,741.9706576094118
W24,6517.57204299293,6800.51316897577,7332.487145999371,7694.807761766599,7411.65133116056,8255.46925177177,8182.303138999234,7751.9780265343215,6951.205671468288,7359.815694936275,8631.071926853225,9111.838762064941,8809.823086685627
W25,1650.9780204191477,1807.58105339193,1936.9327326447215,2157.810737427002,2359.5985330466538,2480.2430782613214,2431.7414148491102,2394.6112995853623,2381.3117206251536,2364.9089950394145,2301.094270329121,2161.01649794489,2018.5928662887948
W26,3123.6304590791096,3297.025762066313,3380.981315954925,3745.785733888505,3668.7815674542826,4793.428699467991,4415.4894845269855,4977.896221937101,4880.384520140292,5407.352500895487,8322.57047366822,5417.749510916369,3851.4824903494737
W27,2410.5585504995693,1730.158977370118,1956.5117079999793,2244.595019477773,2623.39636574725,2873.3828032422134,3117.2783961075165,3059.0541132624057,3192.41902752087,3042.2627963319323,3641.3744776310023,2979.2491471923563,2701.6144412011363
W28,3546.06773781521,2971.4581927485347,3062.738169264519,3832.486779157164,4260.269758799677,3806.3713797513283,3349.479488533986,4303.382257875125,6379.928079898819,6988.086222146589,6581.735220809949,5526.173380617234,4700.045865122985
W29,831.8863927484623,999.1131914427733,994.4274146020114,1032.4660558630094,1055.548147564882,1395.2898583487213,1421.5086589609389,1367.3407271335855,1266.5058685753404,1504.2650508894849,1789.0651114906946,1495.617727776224,1297.5407334121862
W30,3742.1013853519244,4142.975374071001,3921.898618947196,4081.8586834956286,4097.6039952572055,4719.671650211914,4395.3662810928145,4611.078836600407,6366.358083322208,6261.72543842006,6188.795642536917,5440.066568235968,5064.0590207173955
W31,1066.8125580083142,1077.4142331204587,1145.0168139468121,1471.0222898033721,1791.1584213631959,2077.1836382083798,1680.979311606503,1787.8209027538783,1817.0448016142511,1790.9562812244687,1620.9322004919777,1299.1881921244592,1201.0949711047806
W32,4487.636386327869,4647.613419908471,4894.264402464697,5001.616632509107,5198.55693552294,5633.306616593796,5650.339607541319,5696.944317104348,5820.154016585705,5767.710473957683,5767.83150171513,5279.168478775189,4930.823123455234
W33,1741.3036260401943,1825.3676125233637,1887.5625441859481,1987.4253045396363,2852.928898684804,2410.5061254877687,2196.6804081847977,2493.907641625351,3321.157935150815,3726.538682557885,2770.5617479554567,2139.744853684109,2305.6155067336827
