V1,V2,V3,V4,V5,V6,V7
Y1,7290.362343782096,7230.373290263402,6676.372935098694,6712.130810342923,6590.055505954375,5835.066318793168
Y2,1552.680526361028,1456.0100071610887,1479.9486820533152,1590.6937206687765,1894.9872346328802,2214.1193681250315
Y3,8571.205084808513,8756.893804306555,8943.558126420847,9130.04983234538,9316.572092755952,9503.088942515773
Y4,9883.358496923627,10096.716993847254,10310.075490770882,10523.433987694509,10736.792484618136,10950.150981541763
Y5,7252.870517270075,7680.12203360844,8121.324806106874,8576.074393048502,9043.999065039801,9524.741738083743
Y6,4740.871401649978,5575.573869344872,6542.4520986692905,7688.309312816102,9076.495541736025,10782.465554409562
Y7,4327.215835072196,4934.994652887923,5518.293152107549,6097.590936609275,6686.068073732181,7283.4518160244115
Y8,2390.2143044886925,2378.0271816759587,2367.4284179809165,2359.50268821737,2354.309839420437,2351.3525277162366
Y9,2448.4743672397144,2730.5352075624287,2976.9530999127246,3228.0790313046064,3478.8302886079036,3729.7132846141076
Y10,2350.368574130517,2356.2597536083244,2355.6031004207084,2369.342254152271,2391.2166869644916,2415.861356933032
Y11,1485.8314986055077,1492.4789548626713,1520.7548396076122,1550.6963591100503,1556.3691721793766,1579.9691231644874
Y12,2051.6228109654935,2132.7815651236806,2213.276523593873,2294.0464952906377,2375.388960214075,2457.3981807311966
Y13,4703.086631175819,4807.745565895841,5057.5166954547485,5311.441429800247,5464.7819297608685,5380.962379650311
Y14,4960.537422929313,4931.673908326863,4928.091250999611,4928.114416117927,4885.198822681946,4748.677661360135
Y15,5501.678940007445,5634.718543404141,5900.6669101359075,6100.449026986172,6375.587983991674,6374.061309475403
Y16,2555.2085559604598,2609.424332118621,2711.681552316322,2800.572996355862,2828.057220197701,2807.5
Y17,3846.1511240562177,3930.1388736945237,4056.203233820951,4205.809052669179,4306.810175797388,4326.549155063293
Y18,3203.3730044743006,3270.6275436519586,3372.2177136382497,3482.1910422146616,3555.9453130761017,3510.778840675041
Y19,3839.7596192441206,4673.683308813436,5371.388917468704,6004.232583939899,6729.152261722601,7566.085744315336
Y20,6673.893854905873,6846.474088375434,6939.49945775222,6963.551854834247,6948.967855221237,7174.291899190852
Y21,9736.813563751353,10128.460672302617,10371.98339393945,10328.193688297413,10412.442434289762,11035.710676326624
Y22,4752.694751408543,4848.932147450486,4804.566931740028,4808.33645964377,5000.843342914112,5333.952837936856
Y23,10277.313666261762,10131.10900121471,9760.2406699059,9608.627003644136,9900.931668691186,10417.899999999998
Y24,10622.351053444587,11320.168299293284,11465.77623359394,11498.215716988216,11825.747529436789,12491.345631699816
Y25,2661.064229287805,2786.482062045363,2809.28458385019,2814.3783407058954,2884.6850903256363,3030.3144798327003
Y26,9808.386761008205,12247.233782019095,14802.214934168907,17522.718694593863,20509.973472786587,23841.73901102812
Y27,2101.964949531357,2404.3104008892046,2702.676233226268,3011.540965348906,3321.6860698711157,3698.824505728127
Y28,2212.3258405088864,2693.8689154403723,3196.9244912729,3774.1913648825953,4503.0253557462265,5432.046524635479
Y29,4604.466412175957,5103.548132393373,5716.12623325053,6462.373057753264,7365.7663421734,8453.644110927133
