V1,V2,V3,V4,V5,V6,V7
Y1,7384.995162483209,7391.0578813369475,6744.911664375957,6877.382427555655,6801.476965775402,5889.979102424319
Y2,1547.9021599800667,1472.6366398029736,1533.4704527423546,1666.1176009719152,1967.473391151233,2273.5462194380543
Y3,8571.255673125135,8756.930366665116,8943.601753215167,9130.09511551734,9316.620280309373,9503.13976305431
Y4,9884.540734679034,10099.081469358069,10313.622204037103,10528.162938716137,10742.703673395172,10957.244408074206
Y5,7243.587813552135,7651.199191999148,8062.713900406654,8478.01878269375,8897.009835144767,9319.587151582937
Y6,4679.011222722509,5377.641625816995,6113.252613634467,6898.938951351646,7752.424926091331,8694.821530085652
Y7,4398.814411144012,5114.1860821996,5822.708566348843,6530.111804826649,7240.08327384177,7952.546839017394
Y8,2401.2196340388127,2400.460436844072,2400.0259013303435,2400.234462362517,2401.112796405489,2402.528536104078
Y9,2475.6989488641257,2828.58785315368,3135.564977219741,3448.7471665113717,3760.9406088918304,4072.6116561994545
Y10,2347.5003439686097,2353.596991188123,2353.911762447692,2368.5361189203045,2386.34194453541,2404.942348170672
Y11,1485.7047414892252,1490.4263700772094,1506.0643371400593,1544.5893839688915,1548.024258601611,1557.4889138975489
Y12,2053.1326036912824,2138.4130569685103,2223.507791227546,2308.67946962369,2394.0113221244596,2479.529721775916
Y13,4723.166158385432,4822.117171683999,5083.50343406624,5350.373413417365,5529.708274925429,5425.809330308452
Y14,4934.855490556812,4873.91083344412,4820.039340675705,4775.66225996203,4707.34326509122,4545.166440768387
Y15,5518.6552085603835,5652.422516357648,5901.735056066931,6079.383392382287,6368.934634622577,6373.7290667360885
Y16,2555.186389002546,2609.490832992363,2711.8588879796334,2800.7724989770877,2828.1680549872713,2807.5000000000005
Y17,3841.588942727576,3927.9022119917336,4056.356951698231,4191.398200898085,4277.934165192656,4302.1224174397685
Y18,3215.8426865023907,3281.241340626494,3384.6963757376693,3499.2191150179824,3589.48265126343,3532.051401445103
Y19,3914.1331005361158,4822.332303293024,5692.4199474710995,6544.360296572797,7422.061985690862,8331.421582322859
Y20,6690.968037764118,6878.387438939058,6971.919681981889,6971.874046423948,6908.9474860290575,7150.365797709948
Y21,9702.939521869026,10116.037636967294,10406.440429052347,10331.454645902882,10366.576255754882,11040.464951131296
Y22,4753.357129594778,4846.7363409299915,4798.349671138574,4800.45503848009,4994.8183240811695,5330.9474908088805
Y23,10277.335833219677,10131.042500340971,9760.06333424259,9608.427501022912,9900.820833901618,10417.9
Y24,10779.419637174446,11603.963892835201,11820.364633113384,11884.932175416181,12236.185902723402,12937.925544029456
Y25,2683.3839149621454,2823.3721585753274,2852.0639337378802,2858.3060268103422,2929.8633549480537,3079.593323448438
Y26,9662.352033904368,11850.703925697564,14071.548220204137,16338.702993753352,18680.271010334367,21118.446685778068
Y27,2195.7706218612534,2595.4410826221933,2993.9981120206126,3395.492559355816,3797.345233641374,4217.941530318504
Y28,2252.9756934751194,2813.7853300642637,3433.2657521936753,4164.581444669437,5089.3733831092295,6264.581167501608
Y29,4692.182003253209,5312.424478024452,6082.508370166567,7029.065828217227,8183.092882708861,9580.682035477672
Y30,4673.622052324957,4881.850062542792,5063.658186258184,5227.264326419696,5378.329885459353,5520.755168540019
Y31,3838.566816988427,3842.142666931134,3801.3047773347416,3779.0601152449703,3819.8224202009196,3904.998464695968
Y32,5758.9159062807275,6146.660836188712,6566.213681375642,7030.351058330549,7556.805299247223,8170.1866446616405
Y33,1263.8029804941982,1269.5731051971081,1275.521317153453,1311.1181617667423,1326.2162853343643,1358.5034851495363
Y34,1769.3691752804457,1838.3829520739814,1897.4223173875757,1959.393259403466,2033.766547743427,2119.391611385581
Y35,3538.5752080960756,3671.030710876287,3793.0119380451383,3913.661201828833,4036.3224295954196,4162.257839005445
Y36,1256.8470703883427,1377.5301782200686,1524.8368443152017,1707.0398129303944,1935.1421357917297,2218.5336792589487
Y37,4542.377439525199,5386.697999419396,6607.444041210517,8353.859518962037,10833.339488390076,14334.137271660256
Y38,-3713.5252812549998,-8914.083666525745,-14067.326902350142,-19193.671702588228,-24305.505008416243,-29410.34205038282
Y39,4131.0525611797675,4430.447330101461,4418.4701648056525,4187.175472356978,4079.188108235037,4280.15934589492
Y40,4608.226908762801,4661.333537512323,4866.9201777488815,5183.538472719647,5511.300578505271,5731.31309235535
Y41,14399.852833853249,14442.708900889817,14615.919059333235,14835.356134455531,14990.004395539567,15091.41707195674
Y42,5905.8995358701395,6224.03775551054,6534.729317023707,6843.363734336308,7153.2423485178915,7466.391725843141
Y43,2939.6693896268707,3075.652261994953,3217.111858961594,3358.990815541533,3484.3645547033593,3611.6144886675706
Y44,10229.440424745106,10477.147357276928,10684.314047779799,10875.9141505641,11056.637301131783,11243.952200456184
Y45,10202.536939396898,10426.73693309731,10667.699394970028,10923.64597985771,11148.938682397613,11371.870429754286
Y46,6386.969590590767,6648.1220801995,7113.775183370909,7407.286019460623,7742.7664008802585,8094.923950596737
Y47,6407.310057668883,6729.8555696213925,7004.461936547683,7288.554254626961,7638.719944885824,7997.247293825987
Y48,6585.879932301034,6551.642969182749,6437.425932641298,6502.034934375247,6465.570305080561,5804.598238871363
Y49,2516.1227432667665,2534.7034015624,2557.022784012468,2577.8087645551022,2598.2923420494785,2619.2272933512613
Y50,18664.980309248873,18765.71434985215,18915.60101517082,19006.0123689671,19133.46912387735,19258.405540000673
Y51,8185.366437865565,8245.288972555343,8313.560653218881,8407.410571214841,8503.695988559106,8598.97512546779
Y52,18732.83850905538,20803.47600076118,23032.447118965272,25429.897469980242,28006.622772430124,30774.110515810382
Y53,18364.0,18364.0,18364.0,18364.0,18364.0,18364.0
Y54,9075.697587430654,9810.564124867858,10570.095049961561,11356.368284578468,12156.021316817227,12959.553354740921
Y55,2898.9353428352597,3274.318793508401,3696.1685183105055,4167.895072212101,4688.996827099876,5259.640987778661
Y56,13403.821154751658,16050.513979831483,19227.846514679222,23063.743671470755,27682.71655598568,33208.14829265618
Y57,2194.96050815206,2369.424926984568,2543.6067840870937,2717.5189890070556,2891.1738614865426,3064.5831584090606
Y58,10194.479426493623,10388.951226804971,10583.415400934044,10777.87194888084,10972.32087064536,11166.762166227605
Y59,10043.612763116713,10149.012477646304,10305.675703744642,10473.884935938677,10618.203343195251,10737.31075761662
Y60,10165.958850274983,10355.998126445673,10551.452366233143,10726.133278699635,10872.518035186326,11009.27209797214
Y61,10041.531398441291,10311.459709160457,10555.215321225565,10735.669453961644,10860.389040697637,11009.953174602464
Y62,12061.552115477429,7927.373160500469,452.5815696700547,392.06166198349115,4162.231480671961,-23689.90563000156
Y63,10042.482710531187,10078.171890467198,10137.815742890858,10156.200849374323,10179.466678585653,10211.161056292647
Y64,13527.666373280987,13885.099006471759,14175.581735643887,14475.950615292402,14858.457863840762,15318.519645217397
Y65,10740.340436316159,11133.944228661972,11536.411377037442,11947.741881442566,12367.935741877345,12796.99295834178
Y66,10461.386047387054,10921.397050519723,11380.385889038958,11838.614882561478,12296.279031232743,12753.523292022443
Y67,10329.599919918164,10407.535906444431,10584.735212346952,10695.210039571086,10815.953680490467,10930.875149324875
Y68,10025.114195276394,10094.08024085809,10190.851310082704,10260.318613124271,10328.940525115891,10378.901759840695
Y69,10041.901617061434,10083.802165374367,10125.702950706163,10167.603957004907,10209.50516983152,10251.406576198155
Y70,10136.152133402531,10272.304191038047,10408.456174322837,10544.608084621212,10680.759923248312,10816.911691472724
Y71,9643.043391872587,9733.732312558453,10058.462950564695,10149.137577616711,10234.93368143624,10269.839524568562
Y72,10298.967327925406,10549.029905588119,10799.101904460915,11102.9844164821,11465.564362117202,11837.927569893445
Y73,10004.658119093938,10008.98543009077,10012.988116682922,10016.672135618863,10020.043228971714,10023.10693553916
Y74,10024.082340714656,9964.524869932036,9974.311456860129,10004.242625065188,10045.003105179518,10054.950293835596
Y75,10023.326807240028,10048.339761225376,10070.903743142084,10096.024883723132,10120.16608738191,10139.248782146771
Y76,10081.931425534116,10144.569536057123,10215.628310467897,10305.534604356722,10403.071626248582,10488.375553922011
Y77,10521.64449014435,11117.204215146961,11016.741556924027,11306.553200678924,11901.921577692803,12002.036932302568
Y78,9624.878395473499,9578.026517102548,9575.043223297587,9596.06830745794,9640.40364531214,9702.681453355868
Y79,5291.89497163711,5407.694597681653,5468.130306618618,5479.852595946263,5482.272146219547,5495.089904695085
Y80,3588.109042422317,3322.2947189982588,3551.7116089521614,3563.197728520232,3609.986519708801,3489.244753216604
Y81,4541.535338079784,4711.980607412863,4867.013955501942,5025.422563127887,5198.141860980891,5380.274167342461
Y82,8353.502070640465,8747.165322478904,11296.982389451678,13858.768893807468,14719.773381821338,13796.996486286796
Y83,9259.438623858481,9219.535804758601,9208.800129497093,9200.09709529427,9183.259632570915,9173.16861261154
Y84,3704.1274009123968,3706.8508018534208,3723.8737957983863,3725.3757541600926,3695.8324553760262,3649.5403064708726
Y85,1399.7711953363894,1492.977905022348,1488.1155545553004,1531.8976063426348,1543.6350422264684,1600.1010694365968
Y86,2755.189782001038,2741.3975426056454,2842.3495676053217,2922.268759544255,2930.4825439374054,2912.6442241187456
Y87,9825.803179150107,9665.67900956528,8224.99793082696,12024.91481305992,11027.053175896883,11828.49635571391
Y88,9549.717265720883,9668.356055441895,9744.381053543673,9831.166018082571,9915.23186474203,9999.985358657295
Y89,-180.8325117076921,-1134.4399512976968,-1832.516989370405,-1802.9495528287878,-1760.3130635181724,-1436.2626074601303
Y90,5149.096573152899,6884.74806277403,5617.136739651037,7164.512094945624,5833.973410742664,7197.206482489251
Y91,8102.110775855571,8300.853022453783,8469.56643733322,8572.08492178431,8640.395007264315,8691.918006013026
Y92,1241.2566370655522,866.0298380099618,549.7704342351389,227.61218232173314,-302.6283067148487,-1123.2445943913763
Y93,8039.114143819168,8130.060700829391,8218.142218934898,8194.211292348307,8059.73100046389,7925.339635867594
Y94,6742.871099759626,6750.014135311883,6737.6007837118805,6732.232957475299,6732.131433535238,6730.3688507926345
