V1,V2,V3,V4,V5,V6,V7
Y1,7278.515280247656,7210.257218634317,6667.792585369473,6691.442993630293,6563.587695934317,5828.191798458041
Y2,1553.2787290869223,1453.9285223656889,1473.2483023485595,1581.2514202678187,1885.9127072815124,2206.679732564976
Y3,8571.198751667333,8756.889227072243,8943.552664791241,9130.044163354189,9316.566060165831,9503.082580302775
Y4,9883.210492816876,10096.420985633751,10309.631478450627,10522.841971267502,10736.052464084378,10949.262956901253
Y5,7254.032617080978,7683.7428783306505,8128.66229359982,8588.349955181446,9062.400617158259,9550.42499949365
Y6,4748.615665004536,5600.3529670910275,6596.183495852082,7787.130429557958,9242.255675724764,11043.817289810946
Y7,4318.252423738361,4912.561713903113,5480.183447642652,6043.443736134074,6616.711022290294,7199.6879447081465
Y8,2388.8397613557613,2375.2253140262715,2363.357059037529,2354.4153730044677,2348.464245898525,2344.9607490257404
Y9,2445.0661273433457,2718.2600165876315,2957.096510903071,3200.4536318533032,3443.512954368068,3686.7859064615227
Y10,2350.72764728744,2356.5931043000005,2355.814838681278,2369.443174059779,2391.8269549884617,2417.2283054432464
Y11,1485.8473673033934,1492.7359175390131,1522.593940656009,1551.460890099337,1557.4138702313014,1582.783416039923
Y12,2051.4338003179005,2132.076559792601,2211.995673257197,2292.214596177826,2373.057630473064,2454.6275375603545
Y13,4700.572879204157,4805.94638745858,5054.263420876131,5306.56754260377,5456.653813671956,5375.347998919974
Y14,4963.752538876193,4938.90525605034,4941.618247914581,4947.199870875918,4907.464524154767,4774.155190122507
Y15,5499.5536843625305,5632.502186591716,5900.533189161688,6103.0862295443185,6376.420915460692,6374.102902877096
Y16,2555.2113310374616,2609.4160068876163,2711.6593517003093,2800.548020662848,2828.0433448126932,2807.5
Y17,3846.7222626189055,3930.4188809231123,4056.1839899108204,4207.613144303149,4310.425157755561,4329.607133432078
Y18,3201.811927489923,3269.2988045440584,3370.655512440549,3480.059301206215,3551.7467804556563,3508.115733071968
Y19,3830.4488180840426,4655.073971100561,5331.199107409496,5936.614104261257,6642.407032782413,7470.273504729657
Y20,6671.7563413889275,6842.4788624388775,6935.440776403387,6962.510001343436,6953.977997188887,7177.2872030216595
Y21,9741.054248239636,10130.015909596912,10367.669724645923,10327.785449670842,10418.184411952934,11035.115489620319
Y22,4752.61182841667,4849.207040027022,4805.345269343901,4809.323133173622,5001.597613809661,5334.329076739174
Y23,10277.310891184761,10131.117326445717,9760.262870521914,9608.651979337152,9900.945544076196,10417.9
Y24,10602.687669047371,11284.639986033335,11421.385383196153,11449.802761359371,11774.364832059295,12435.43838232068
Y25,2658.270032328632,2781.86379828253,2803.9290456443355,2808.8790425200937,2879.0292324667685,3024.1452713146355
Y26,9826.668819114262,12296.875274955924,14893.686953090597,17670.945381975278,20739.03355595135,24182.66742933921
Y27,2090.22143628472,2380.3827892957765,2666.2057058297464,2963.47414254068,3262.138394854451,3633.8363498584836
Y28,2207.2368935942054,2678.856603619053,3167.3369763666665,3725.3185093349102,4429.620564165382,5327.821680188979
Y29,4593.485314976102,5077.398944706713,5670.258927240791,6391.428903829259,7263.445396998029,8312.550459896358
Y30,4672.926015501076,4880.157627692279,5060.8840192704065,5223.432164658156,5373.512095204348,5515.039623486714
Y31,3838.3620867450477,3843.289986159943,3804.227461218361,3782.624699250454,3822.472124612699,3906.309974331422
Y32,5805.672772841481,6305.640339586753,6929.546053353392,7727.1734400017485,8767.615754314242,10146.765719313742
Y33,1265.8068771421938,1271.5261877935789,1277.9394076183662,1308.283500041164,1325.5330166691567,1354.7159013824148
Y34,1764.5731455042587,1828.1392901372008,1882.1558227334817,1939.4784243410516,2009.081259359984,2089.3807583361536
Y35,3555.7961782906877,3709.057947051175,3852.0449296631955,3993.540813092574,4137.253759346848,4284.864605401261
Y36,1249.5514298063445,1354.8770819380197,1478.066946489762,1626.5561214541021,1809.969517163874,2035.5941063940834
Y37,4541.014987354031,5381.385502101876,6593.621897641353,8323.856478560612,10774.648625271311,14226.826696358814
Y38,-3318.363771721558,-7889.24358385766,-12275.761991073232,-16557.471823595843,-20782.638254517864,-24980.54405010886
Y39,4130.975757840229,4430.289300481248,4418.523425610404,4187.454902758517,4079.483534429085,4280.201403324012
Y40,4615.175044307047,4668.131810248644,4865.240173726983,5165.686087234802,5472.134463023555,5674.265587655631
Y41,14402.280564509882,14443.40213870429,14610.036360444277,14820.085576776457,14971.500718610645,15075.28093555094
Y42,5908.979438097823,6231.308946714381,6546.322614345107,6858.969042854371,7172.393105979111,7488.606540578646
Y43,2941.041946929253,3076.732681417975,3217.3946525449796,3357.8238259652576,3482.4761510846547,3609.963530874334
Y44,10227.237229494096,10475.644516472252,10683.042800298399,10873.67402255813,11054.618577299087,11242.17946461294
Y45,10202.550028799902,10426.814666481387,10667.869997344289,10923.278906943357,11148.415379648988,11371.081953317605
Y46,6415.273453806958,6678.23683975271,7084.576153907558,7367.54278327549,7689.003263919845,8024.25074143288
Y47,6433.024268950932,6741.213065118682,7009.282533407849,7286.1940728866575,7619.261380873246,7960.074297884969
Y48,6584.972170571618,6550.575748822631,6435.823652353524,6494.772670277374,6455.994812061326,5788.964542242024
Y49,2516.270220986743,2535.029621389937,2557.403671236032,2578.295207229407,2598.8943758362707,2619.92993878893
Y50,18663.68632188816,18765.489751375215,18917.8848066457,19011.059168928114,19140.944958780256,19267.397649168885
Y51,8188.611507487048,8249.212414044216,8318.196143186227,8412.55089979416,8508.386356022995,8603.435162096228
Y52,18732.56522164934,20802.61025361857,23030.619115803445,25426.681633826225,28001.532137175403,30766.59062942548
Y53,23495.205758499207,28626.411516998414,33757.61727549762,38888.82303399683,44020.028792496036,49151.23455099524
Y54,9076.95910923477,9813.786044046878,10575.729647721864,11364.803039662713,12167.61405418133,12974.580415587798
Y55,2899.264263937208,3275.5144461668397,3698.886002503605,4172.792839572452,4696.727723561566,5270.972180557876
Y56,13403.951024125008,16051.009881870506,19229.170201526314,23066.605671355894,27688.016191604594,33216.935747074
Y57,2194.952002338624,2369.3951763305035,2543.5436315798906,2717.410833058074,2891.0096305550665,3064.35228678572
Y58,10194.059737445794,10388.08975980678,10582.09006708296,10776.06065927433,10970.001536380893,11163.912698402646
Y59,10051.907994103944,10160.638429944707,10318.70920323695,10486.933410236301,10630.905761854792,10749.873700109518
Y60,10169.917042263105,10357.486603822772,10549.077741580013,10725.504543272931,10881.212039738617,11029.831174076056
Y61,10044.571287232968,10321.6324706602,10534.151770438957,10708.293406136825,10803.489619303522,10927.170503255777
Y62,11815.66776998866,8334.795642692034,2941.2609790101224,2744.0379872352487,5780.54482352483,-14723.764496119762
Y63,10114.441243612335,10202.420322280464,10383.76036280415,10404.313965103172,10443.855620976765,10516.23081463725
Y64,13527.432249299252,13884.738802121328,14175.184668063108,14475.491207735882,14857.814772154066,15317.590351720783
Y65,10744.756433598906,11143.038555342957,11550.446365232154,11966.979863266495,12392.639049445981,12827.423923770613
Y66,10459.839477058917,10914.321154480034,11364.82001230959,11812.3581674307,12257.69542935887,12701.396616569733
Y67,10317.284870588466,10392.434154806428,10562.799610888125,10669.070366429036,10785.079343567428,10895.618546741915
Y68,10025.815311625973,10094.387035584225,10189.208417894264,10257.651770886758,10325.278395895619,10374.877035727295
Y69,10042.950029732623,10085.899031572146,10128.848261369933,10171.797703687691,10214.74734463831,10257.697171730433
Y70,10140.523508291675,10281.04672174782,10421.569645879703,10562.092285996327,10702.614647215361,10843.136734473308
Y71,9790.004507423264,9908.845053771163,10197.244143225367,10299.999074240066,10401.342095509339,10457.391502824332
Y72,10298.862184749009,10548.914504975752,10798.95059533089,11102.671559946239,11464.984868302949,11837.096885750361
Y73,9989.0095826863,9976.734150702805,9963.197724427342,9948.423442680378,9932.433610382073,9915.249742834923
Y74,10082.031954838903,9835.615283085712,9851.811857045994,9944.077655293184,10082.374283269057,10107.247786949427
Y75,10065.603519244383,10133.258742388836,10183.527661956741,10243.429374028101,10303.684215531497,10351.410076277982
Y76,10084.809788350061,10149.598693757081,10223.050821926536,10316.03374210258,10416.976543644309,10505.293994908629
Y77,10480.421073315434,11021.275659631914,11032.252011860293,11323.23631606207,11834.39286138895,11969.201949899918
Y78,9629.224881519653,9582.742893212273,9581.433127535387,9603.065792781992,9648.096793491435,9710.777807703074
