V1,V2,V3,V4,V5,V6,V7
Y1,7373.291788523176,7371.185791666997,6736.435383203242,6856.945527331336,6775.33017609479,5883.187961139059
Y2,1548.4931072797667,1470.580400728888,1526.8513399866063,1656.7898234754807,1958.5089260924553,2266.1968170454206
Y3,8571.249416796774,8756.925844946742,8943.596357828073,9130.089515283691,9316.614320886778,9503.13347800674
Y4,9884.39452567088,10098.789051341759,10313.183577012638,10527.578102683517,10741.972628354397,10956.367154025276
Y5,7244.735818593751,7654.776120552966,8069.962393656257,8490.1454581179,8915.18820021061,9344.958908214407
Y6,4686.661558168071,5402.120185121783,6166.332318389745,6996.561495623107,7916.174603814865,8953.003406599884
Y7,4389.959714409037,5092.025225781586,5785.061083361822,6476.621339935675,7171.5674338253875,7869.798915238268
Y8,2399.836106419213,2397.64025522377,2395.9279305846258,2395.113894707685,2395.228994073822,2396.0949785497137
Y9,2472.3320465142942,2816.4615443860057,3115.949222980297,3421.456827463724,3726.0516282867466,4030.2049316821967
Y10,2347.8550620320575,2353.926298766594,2354.120932596724,2368.6358147997207,2386.9448107967073,2406.2927173615376
Y11,1485.7204177203078,1490.6802161282797,1507.8811322688355,1545.3446421850429,1549.0562858159033,1560.2690730364382
Y12,2052.945885498645,2137.716602441238,2222.24247595061,2306.869789080324,2391.708268401156,2476.7926829270973
Y13,4720.682894977449,4820.339814956666,5080.289617505069,5345.558640175577,5521.678742383246,5420.263044762662
Y14,4938.031611301148,4881.054474262526,4833.402272594816,4794.516232811987,4729.338912372196,4570.334960023533
Y15,5516.555729521845,5650.233041091113,5901.60295695544,6081.988609079141,6369.757463708542,6373.770155663537
Y16,2555.189130421449,2609.482608735654,2711.83695662841,2800.7478262069612,2828.1543478927565,2807.5000000000005
Y17,3842.1531541174027,3928.178823094405,4056.337941191867,4193.180411231398,4281.505302090188,4305.143306481809
Y18,3214.3005433649414,3279.9287174072583,3383.1531220221523,3497.1132292737852,3585.3350414192173,3529.4205938965524
Y19,3904.935227364665,4803.948672803562,5652.717587883152,6477.561941690384,7336.368864303911,8236.771421415076
Y20,6688.856449524491,6874.440669931328,6967.91022719405,6970.8448292699195,6913.896861447684,7153.324772375187
Y21,9707.128772333379,10117.574011242556,10402.17907899414,10331.051358683411,10372.248590647565,11039.876983270764
Y22,4753.27521235166,4847.0078994147325,4799.118568512916,4801.429744934797,4995.563446645266,5331.3191663206235
Y23,10277.333091800772,10131.050724597679,9760.085265593812,9608.452173793039,9900.834540996133,10417.9
Y24,10759.994744225105,11568.866492112931,11776.512186378463,11837.106406390141,12185.426411079254,12882.696377353777
Y25,2680.6236080020176,2818.809908385195,2846.7733512911705,2852.873428006506,2924.276095337712,3073.4989394591526
Y26,9680.4123542658,11899.743331461288,14161.910801717067,16485.131882923946,18906.552890633244,21455.2400828505
Y27,2184.1695422578177,2571.803682043202,2957.9699250019203,3348.008725006487,3738.5197949877693,4153.741596815631
Y28,2247.9484689116543,2798.9550981896077,3404.0370956165348,4116.301353716393,5016.858896812138,6161.620435760978
Y29,4681.334092574939,5286.592446199987,6037.197375318703,6958.982135221302,8082.012958401001,9441.299668142552
Y30,4673.545549805713,4881.664044324677,5063.353273132775,5226.843127398537,5377.800354435918,5520.126963852524
Y31,3838.5443147603173,3842.2687706204356,3801.6260141894304,3779.4519043675,3820.1136534457687,3905.142614815161
Y32,5764.055028179353,6164.1345273798,6606.1481228097,7106.939919486288,7689.8874106550675,8387.435608377193
Y33,1264.0232319760403,1269.7877716253709,1275.787093339395,1310.8065995680615,1326.141186183838,1358.0871857669597
Y34,1768.8420359860013,1837.2570548260758,1895.7443525716449,1957.2043880674491,2031.0533482620112,2116.0930705840415
Y35,3540.4679924409743,3675.2103451534613,3799.500348460143,3922.440897511944,4047.4159532880108,4175.73374456652
Y36,1256.0451948770585,1375.0403402189809,1519.6962901294567,1698.193721826094,1921.3842133128378,2198.4264985561213
Y37,4542.227690230524,5386.114094352417,6605.924827329707,8350.561836861121,10826.888681864986,14322.342594898306
Y38,-3670.092448464574,-8801.441855839264,-13870.413140894587,-18903.922762511545,-23918.301095652394,-28923.455875490883
Y39,4131.038344492754,4430.418078018636,4418.480023650278,4187.227196339093,4079.242793119334,4280.167130937986
Y40,4609.369451374059,4662.451436873201,4866.643920014719,5180.6028490549725,5504.860152067073,5721.932272915321
Y41,14400.130848990137,14442.78828803491,14615.245393441834,14833.607404145643,14987.885419836779,15089.56921862942
Y42,5906.24491831682,6224.853152111669,6536.029397707428,6845.1137248355935,7155.389928206718,7468.8829111141995
Y43,2939.8203050283187,3075.771056256347,3217.1429526777465,3358.8625027198505,3484.1569209749036,3611.432962579219
Y44,10229.163883371986,10476.95872321941,10684.154482927834,10875.632973453516,11056.38391430173,11243.729689626043
Y45,10202.538382577815,10426.74550364377,10667.71820484936,10923.605507987055,11148.880985301674,11371.78349575531
