V1,V2,V3,V4,V5,V6,V7
Y1,7257.219303800545,7174.0970860937905,6652.3687695681765,6654.25510684522,6516.009841966099,5815.8343376647845
Y2,1554.3540429082934,1450.186898878232,1461.2038722698003,1564.2781841269993,1869.6005705075681,2193.30643519036
Y3,8571.187367375773,8756.88099915367,8943.542847106457,9130.03397292156,9316.555216137125,9503.07114375247
Y4,9882.944444444445,10095.88888888889,10308.833333333336,10521.777777777781,10734.722222222226,10947.666666666672
Y5,7256.1215777867465,7690.2516155969515,8141.8519722384535,8610.416189678985,9095.478773560957,9596.592569075792
Y6,4762.536553460942,5644.895235345834,6692.769672295606,7964.768725199221,9540.22182565145,11513.616441756005
Y7,4302.140026257231,4872.236840243815,5411.678423901413,5946.110122395558,6492.0365719799975,7049.116165846295
Y8,2386.3637868191513,2370.1782894627113,2356.023290578966,2345.251555132858,2337.9345357971324,2333.447191610073
Y9,2438.9395630391896,2696.194449274422,2921.402817639737,3150.79492492169,3380.027423463316,3609.6207565139366
Y10,2351.373107951206,2357.1923269223757,2356.195453927995,2369.624585087673,2392.923957079071,2419.68549689776
Y11,1485.8758924662272,1493.1978270313741,1525.8998613591991,1552.8351913254262,1559.2917925572397,1587.842316468398
Y12,2051.0940396432243,2130.809260357419,2209.6932496631266,2288.921621488653,2368.866892142784,2449.6471007172413
Y13,4696.0542233679025,4802.712230613496,5048.41541823811,5297.806368441052,5442.042921421263,5365.255732642279
Y14,4969.53194854007,4951.904140571583,4965.934029362356,4981.507393058697,4947.4887759674775,4819.952939993333
Y15,5495.73337952296,5628.51812063853,5900.29281578064,6107.826796976726,6377.9181716283165,6374.177670105299
Y16,2555.2163194444447,2609.401041666667,2711.6194444444445,2800.503125,2828.0184027777777,2807.5
Y17,3847.7489265971712,3930.922214709388,4056.149397553338,4210.856132984161,4316.923356268141,4335.10407663054
Y18,3199.00577568743,3266.9102973275717,3367.847339781126,3476.2273384438627,3544.1996062941025,3503.328599397342
Y19,3813.711961593628,4621.622304662069,5258.9549393971765,5815.06486579895,6486.476042200725,7298.04388921102
Y20,6667.914002113889,6835.297147138842,6928.144995287687,6960.637192327335,6962.984099420853,7182.671484084003
Y21,9748.677193513757,10132.811564122836,10359.91558376464,10327.051610424436,10428.506043192545,11034.045597318123
Y22,4752.462768181048,4849.701179846429,4806.744388984967,4811.09675211233,5002.953471755361,5335.005393925234
Y23,10277.305902777778,10131.132291666667,9760.302777777777,9608.696874999998,9900.97048611111,10417.899999999998
Y24,10567.341275421955,11220.775204672962,11341.589533212707,11362.77687854801,11682.000617926475,12334.940949978927
Y25,2653.2472558019294,2773.56212622397,2794.3020680256263,2798.993645662044,2868.8624079705114,3013.055660887875
Y26,9859.53217615624,12386.109544807598,15058.11469966789,17937.393859619664,21150.786065074746,24795.51157805144
Y27,2069.1115991694132,2337.371130630493,2600.647224591573,2877.070459177653,3155.097027097066,3517.0153137664793
Y28,2198.0891336180225,2651.8708583300113,3114.151221201265,3637.4659222680048,4297.670000376613,5140.469782726454
Y29,4573.745977320681,5030.393838043166,5587.809038655637,6263.901518951667,7079.515899855864,8058.924144780097
Y30,4672.7868081363,4879.819140722177,5060.329185872851,5222.665732305847,5372.548537153347,5513.896514476052
Y31,3838.321140696372,3843.519450005705,3804.811997995085,3783.337616051551,3823.0020654950554,3906.5722762585133
Y32,5815.024146153632,6337.436240266361,7002.212527748942,7866.5379163359885,9009.777845327644,10542.08153424416
Y33,1266.207656471793,1271.916804312873,1278.4230257113488,1307.7165676960483,1325.396362936115,1353.9583846289904
Y34,1763.6139395490213,1826.0905577498447,1879.102523802663,1935.4954573285688,2004.1442016832955,2083.378587726268
Y35,3559.24037232961,3716.6633942861527,3863.851527986807,4009.516735345322,4157.440025297133,4309.385958680423
Y36,1248.0923016899449,1350.34646268161,1468.712966924674,1610.4593831588436,1784.9349934383026,1999.0061918211102
Y37,4540.742496919798,5380.3230026383735,6590.857468927522,8317.855870480329,10762.91045264756,14205.364581298527
Y38,-3239.3314698148697,-7684.275567324044,-11917.449008817852,-16030.23184779737,-20078.06490373819,-24094.584450054073
Y39,4130.960397172321,4430.257694557205,4418.534077771354,4187.510788838824,4079.5426196678936,4280.20981480983
Y40,4616.564671415896,4669.491464795908,4864.904172922603,5162.115610137832,5464.301239927212,5662.8560867156875
Y41,14402.766110641207,14443.540786267185,14608.859820666485,14817.031465240641,14967.799983224859,15072.053708269777
Y42,5909.595418543359,6232.763184955149,6548.641273809386,6862.090104557983,7176.223257471354,7493.049503525745
Y43,2941.316458389729,3076.94876530258,3217.4512112616567,3357.5904280500026,3482.0984703609142,3609.6333393156874
Y44,10226.796590443895,10475.343948311318,10682.78855080212,10873.225996956939,11054.21483253255,11241.824917444295
Y45,10202.552646680502,10426.830213158202,10667.90411781914,10923.205492360485,11148.310719099261,11370.924258030269
Y46,6420.934226450197,6684.259791663352,7078.736348014888,7359.594136038463,7678.250636527761,8010.116099600107
Y47,6438.167111207342,6743.484564218139,7010.2466527798815,7285.7220365385965,7615.369668070731,7952.639698696766
Y48,6584.790618225735,6550.362304750606,6435.503196295968,6493.320217457798,6454.079713457478,5785.837802916156
Y49,2516.2997165307384,2535.0948653554447,2557.4798486807454,2578.3924957642685,2599.0147825936297,2620.070467876464
Y50,18663.427524416016,18765.444831679826,18918.341564940674,19012.068528920314,19142.440125760837,19269.19607100253
Y51,8189.260521411345,8249.997102341991,8319.123241179697,8413.578965510023,8509.324429515773,8604.327169421917
Y52,18732.51056416813,20802.437104190045,23030.253515171076,25426.038466595415,28000.514010124454,30765.086652148493
Y53,23495.205758499207,28626.411516998414,33757.61727549762,38888.82303399683,44020.028792496036,49151.23455099524
Y54,9077.211413595593,9814.43042788268,10576.856567273924,11366.48999067956,12169.932601654149,12977.585827757172
Y55,2899.3300481575975,3275.7535766985275,3699.429499342225,4173.772393044522,4698.273902853903,5273.238419113717
Y56,13403.976997999678,16051.109062278312,19229.434938895734,23067.178071332924,27689.076118728382,33218.69323795757
Y57,2194.9503011759366,2369.3892261996907,2543.53100107845,2717.3892018682773,2890.976784368771,3064.3061124610517
Y58,10193.97579963623,10387.917466407143,10581.825000312743,10775.69840135303,10969.537669528,11163.342804837655
