V1,auto_select,avg_top_2,avg_top_4,avg_top_6,elasticnet,gbt,knn,lightgbm,svr,weighted_top_2,weighted_top_4,weighted_top_6,xgboost
W1,9.903335568109002,10.286541622134617,10.16871609425642,10.129420407551292,12.042800251247659,10.908806093378253,32.4632564622404,9.903335568109002,25.710772962428596,9.931410937632739,9.961358764289228,9.97983068798162,14.137540777078016
W2,14.996327967334866,15.014386707410122,14.994153920993783,14.985345539346088,15.797373760539749,15.173226654863761,15.102675229954222,15.165032443025908,14.996327967334866,14.933455561744738,14.941303631107525,14.946144347599768,14.926098184866058
W3,1.9267749158171752,1.8329043776151974,1.8544163759531318,1.8637816649186034,1.9267749158171752,2.9728846139384104,6.076468219957009,3.4926045379289885,1.7390338394131941,1.91895237096699,1.910608109745894,1.9054613403888394,3.982304736108679
W4,0.4296221001540647,0.5027050409055802,0.5015691701952965,0.5010805378173028,0.5153511681246707,0.4977485141697981,0.4296221001540647,0.509893764820333,0.5310856399953348,0.49816155806444606,0.49863737592733365,0.49891962698539966,0.5915320693475665
W5,0.590205426751151,0.5902037423909711,0.5902041283901753,0.590204296435655,0.590205426751151,0.5495876204922143,1.3021717715782026,0.5370136708285252,0.3218940695793167,0.5902052863878001,0.5902051366630654,0.5902050443123287,0.5902020580307911
W6,0.3044458073837515,0.2686336243422659,0.2508859745500731,0.2433907270487448,0.38824622481536036,0.3857064535081011,0.4723511781846012,0.37023032652246785,0.3044458073837515,0.28669182925781006,0.2689817091882439,0.2629493793279551,0.3844716195463669
W7,2.633260177805458,0.6207141920703454,0.6239211483135052,0.6250814332969904,0.5658436401152824,0.8660387921069075,2.633260177805458,0.8521550486086433,1.5572744327401338,0.633542017042988,0.6308828582144218,0.629759138097189,0.5658417169007571
W8,0.8224890409488919,0.799086148767884,0.805428393051836,0.8081895010379757,0.8349136897785175,0.7942199646780664,0.9848718175991963,0.7897248380338463,0.9213148428298378,0.8303535739479218,0.825489326005875,0.8224890409488919,0.8237133115960978
W9,1.0195531052967488,0.7071079611667077,0.7459025913326371,0.761124244593416,0.8046548506248058,0.7060276546677194,1.0195531052967488,0.6956487035120433,1.2055450196086002,0.9827657585624627,0.9174322302474819,0.8876993298510061,0.8906559890693244
W10,4.877232938193847,5.007878951774144,4.999446099284099,4.996430592895598,4.877232938193847,5.539433129158433,4.645062849114214,4.603102032251921,5.420323651279991,4.9741475418139585,4.98135306095308,4.98428095593663,8.014976725251627
W11,0.4301668928038136,0.402632417741059,0.3969829239129605,0.395026306267981,0.6738081214897622,0.15161891425736101,0.9258073349375806,0.22614385147427934,0.4301668928038136,0.3800344424286665,0.38524321804308215,0.38715577264925155,0.6137153025108029
W12,1.8235636148971484,1.791814048371803,1.799089990700525,1.8022575858878263,2.070533279414002,1.7635182201695014,1.8235636148971484,1.7600644818464495,2.462344976763125,1.8209178176867027,1.8180955618243293,1.8163547845877006,2.070534578143418
W13,7.88737725282673,7.87197334863414,7.875824324682287,7.8771735273517685,4.4374457254704875,7.139411641857689,11.080194879759354,8.056820198945177,7.687126498323112,7.88737725282673,7.883919540699164,7.882603859954987,7.153621848467068
W14,4.096333434016127,2.9350277691504365,2.688109636803654,2.587332327211412,2.627814998489251,2.115599674035288,2.0892614256006636,2.1716114232530264,4.096333434016127,2.1346015615143688,2.1829656099296466,2.2192235575247903,2.068332999368794
W15,4.464353508862954,3.2080441506326705,3.3563827154749664,3.468847026865276,5.9355769438329675,4.464353508862954,6.2154178204951664,7.272452349275392,8.557679266877082,4.316647972756833,4.155371895438597,4.056635063744317,3.461600113599179
W16,3.8050695082238866,3.728036454984475,3.744935027494652,3.7541915230385934,5.871026135434593,4.735737223645015,6.102689816565153,6.879724779132329,8.648261153359822,3.7989675740715585,3.8050695082238866,3.79589649606184,3.7840040347147235
W17,5.705359412396276,5.705359412396276,5.718897436313276,5.7279044012535385,4.864738371871137,5.80238649300924,5.696517292513888,5.843557113613024,5.7884874760961305,5.780964228552046,5.7729392259549,5.7679893764280195,5.899987571486073
W18,6.870021534794496,7.326159638966461,7.22150595238535,7.175967444643061,6.870021534794496,10.633625752214572,31.99342561660648,12.512675297017537,7.783679437880792,6.907980270412417,6.948481200176497,6.973467758402364,8.411880445504524
W19,0.4042834927062825,0.34400170900237814,0.3556353023626992,0.3606928987620632,0.23666580343780175,0.353061696201949,1.014424712986359,0.2932369379755221,0.3611609920570585,0.4042834927062825,0.3967495961085565,0.3921219283419947,0.41128019234385915
