V1,auto_select,avg_top_2,avg_top_4,avg_top_6,elasticnet,gbt,knn,lightgbm,svr,weighted_top_2,weighted_top_4,weighted_top_6,xgboost
D1,1.0479700697575591,0.983568390020425,0.9727804969774123,0.9689279234769657,0.900531427455571,1.0306426125229184,0.9364938185652286,1.0530414051563899,0.43153607926741805,0.940416712012517,0.9496650223619775,0.953734549403394,1.0479700697575591
D2,0.9763851760405534,0.9308093345718851,0.9317588447522278,0.9320990074705104,0.8862971905801089,0.7739000283680343,0.8330624764644579,0.8153943213491042,0.9763851760405534,0.9346073719184546,0.933799819978637,0.9334696685539656,0.8907167449328028
D3,6.255060889361172,0.013307737950131146,0.008358722949635387,0.0063254132531025044,2.6366663446625567,6.255060889361172,0.04332472923028404,2.6676800747487883,5.868524505292657,0.01651931734906962,0.014250749858861789,0.012851489527972127,0.018646044965030268
D4,12.136236855376197,13.580810764789872,13.252296887953943,13.108811530528818,14.997244873335761,12.192320001134599,12.266663763790426,11.38102523037545,12.136236855376197,12.257724475852173,12.38709039395757,12.466768673961589,14.997245097714407
D5,0.7614893722722686,0.3287713540436596,0.3175143733155637,0.333882007837194,1.0706351644697596,3.768492417602339,0.7614893722722686,4.883772602590971,2.4810671952981598,0.6861474279135582,0.6057803122178643,0.5562094491310742,1.0706356598298887
D6,7.847820890359769,8.090011907373336,8.034534172361608,8.010377230543734,3.072681798390234,8.331918331154865,3.6697754482829277,7.847820890359769,3.3077827683238366,7.868013829826283,7.889551485526234,7.902834935042531,3.0726816551483784
D7,33.48670197856279,33.173468631693,33.22749280320802,33.250977208679615,32.93643736579246,38.24713283015559,34.723871370900824,33.40837746387113,33.69415380896827,33.38888509695251,33.36807580236214,33.35523188346032,33.48670197856279
D8,0.4759353841343749,0.8106625790424191,0.8181858275570518,0.8237429779071693,0.42152809200878055,0.4496709311683821,0.4759353841343749,0.4220170303590858,1.1717739142322603,0.8407555523645492,0.851528701008605,0.8492692087218763,0.42152810860414736
D9,0.47108048431586896,0.6403482497095322,0.6844756440289023,0.7003004366357933,0.4076158657926518,0.43807674636043403,0.47108048431586896,0.4144676382153136,0.8350696599601103,0.8187892989954043,0.7794241738580109,0.7649580436242251,0.4076158714548751
D10,1.398282264584547,1.3727164554746454,1.378575302385638,1.3811259595226508,1.3471504708550082,1.2324732206056284,1.013981690098658,1.2043149184890434,1.398282264584547,1.396151787300022,1.3938792187085491,1.3924774897876755,0.9983586375728493
D11,0.5887835339403549,0.5861684190265144,0.5868221987315527,0.5870432405960758,0.6447831857873443,0.9129046480338783,0.660706310584083,0.8987953103871356,0.6175490770687494,0.5887835339403549,0.5881484488018913,0.5879312054118937,0.6659801586735354
D12,0.9887706347443496,0.652562051099248,0.6547830629649446,0.6555459081929776,0.7333576647773827,0.6633375274350242,0.9887706347443496,0.7591696100137124,0.5526003288658523,0.6614460934729667,0.6593601328313544,0.6586132051013055,0.5536858464963914
D13,2.142997351184531,2.360483299173284,2.355952475906319,2.354174340608398,3.3437570309522693,2.5779556527148806,1.62701107623347,2.142997351184531,2.9026100494563423,2.3423599708255325,2.3452836505403782,2.346973567049624,3.343756975830493
D14,3.5995430860764905,3.6703217118809506,3.654101792549259,3.647040386085553,3.5995430860764905,3.6827392867067212,3.0965450746563965,3.741098253872757,3.1438787143407607,3.6054413833799814,3.6117330457615227,3.6156137569513156,5.4947788856317015
D15,3.9480143014436537,4.145082926749967,4.076957280003594,4.052154572849593,5.252193066846346,4.971584591841181,4.811560019021894,4.963742105216414,3.9519278776314364,3.9453389619397345,3.934373801950488,3.9480143014436537,5.232383306095775
D16,1.3309848316416726,1.0719231904067752,1.1374880756289387,1.1651180620584212,0.8565075471770245,1.4180523922191521,0.6287561188898987,1.4277603049964194,1.412665687663114,1.37709883465659,1.3309848316416726,1.3037056362815371,0.7541498536482496
D17,0.6768296632549295,0.6252894763742023,0.6371008157269682,0.6421177900570726,0.6599757515331814,0.5737487902597072,0.6768296632549295,0.5646402949832313,1.2072448555237278,0.6725346683890789,0.6672025863943156,0.6642787364808218,0.6486376869089745
D18,1.8218496123320778,1.4590587218499842,1.4521568758229508,1.4494844466311332,1.7089268006491145,1.3590588379537745,0.8756690109461359,1.1277634965518697,0.8546929947116099,1.4314512993081623,1.436122286285382,1.4386704670117247,1.8218496123320778
D19,1.0985810551779671,2.682846220474933,2.687746666428838,2.6896621353640007,2.4476197606085983,2.3685405916364637,1.0985810551779671,2.3815611497032396,2.1635765921072205,2.702447977507186,2.699239469804378,2.6974172442776796,2.9198071874850684
D20,1.4573032411033555,1.5090845150438605,1.496139224750197,1.4917615970997278,1.7667639221315437,1.0986731038985227,2.1304330018688815,1.988923316820921,0.8947417792651525,1.4573032411033555,1.4698734266420588,1.4741746193779333,1.9571685999605328
D21,1.4386113160531657,1.2622315303745948,1.2632131116230991,1.2635556043652054,2.511238832791616,1.1664099169711826,1.5313376209313296,1.060110544638669,2.2746041024312,1.2661577937428217,1.2652680493003412,1.2649337880869278,1.4386113160531657
D22,1.7962893195866376,1.7085943424442478,1.7077866646750546,1.7074350194359367,1.7121179798954798,1.7097037545201785,1.7962893195866376,2.3755138822302153,1.2378538220127615,1.7088756920458703,1.7079923925171812,1.7074475650148306,1.5905216865982115
D23,1.2837090140860274,1.283709025425365,1.2837090228266368,1.283709021695228,1.2837090140860274,0.8466273642175561,0.9435721438251529,0.8737796681555778,7.987675074081831,1.2837090150309338,1.2837090160386422,1.2837090166604925,1.2837090367647
D24,1.9429047971974984,1.787555405646613,1.8066870947156723,1.8150160590209192,1.8710378813536206,2.4988848401534938,1.9429047971974984,2.2376902909453102,1.1859283159524745,1.864081135554313,1.8566603908545927,1.8520832363600008,1.7040697804423035
D25,1.1719234280650672,1.0523430703709,1.0797470378558915,1.0916773831039053,0.9327613570145211,0.9271289605659306,0.9933096219692397,0.9417610136158239,1.456270336801834,1.1619584606730162,1.1513288768707548,1.1447725058108844,1.1719234280650672
D26,2.2970160594823907,1.7867504052045613,1.8126821437818,1.8239714947459746,1.899905154362068,2.2970160594823907,2.1045370030329367,2.109205691429738,1.2155936022766614,1.8904757874583549,1.880417498626799,1.8742134905059964,1.679233421773134
D27,1.12384510581539,1.1238450752048093,1.1238450822198935,1.1238450852735296,1.12384510581539,0.8696912465432364,0.8287702247465942,0.8964087024242771,7.781355596826979,1.1238451032646597,1.1238451005436096,1.1238450988654904,1.1238450445937525
D28,1.0503210395629374,1.0567514614325513,1.058034216067418,1.0584655844038546,1.235180822093177,1.0503210395629374,1.915308054243658,1.0608120440306723,1.6059997384132076,1.0618824672111344,1.0606224224796075,1.0601945925169443,1.49120479360757
D29,3.6896550981705545,3.6682222251974053,3.6731339850450926,3.6752723178347573,3.750565759685872,4.386965014517111,4.009308775674943,3.646788675578382,3.6896550981705545,3.6878690512849,3.685963880703278,3.6847887621906974,4.2581976064551466
D30,1.4436440363829868,1.0664825940291576,1.0664825987183673,1.0664825999883432,1.0664826144898345,0.9863464383261016,2.2355693863269197,0.9828231363722595,1.4436440363829868,1.0664826127849496,1.06648260633768,1.066482606093374,1.0664825735690087
D31,4.6966735609934585,5.307109315416766,5.167230987670494,5.1095436936998615,5.917388570893997,3.4342561808610754,3.8598687439948924,5.516669888685671,6.595605890440575,4.747548764134453,4.8210872949890495,4.863268245536366,4.6966735609934585
D32,4.767072625173591,4.767072586199203,4.7670725951309505,4.767072599019204,4.767072547224828,3.6239695908190663,3.870108706165694,5.585745941508874,6.453675079619137,4.767072621925501,4.767072618461142,4.767072616324362,4.767072625173591
D33,2.415031729902554,2.4150317359741362,2.415031737365419,2.415031737971476,2.415031729902554,2.132090579994423,3.4819850363149767,2.1325658933249305,2.3426441556467354,2.415031741539912,2.415031740999828,2.4150317406673705,2.4150317420457164
D34,0.6740310803220768,0.6327192949977307,0.6421865966378271,0.6463082010895145,0.5914073243917825,1.3313565164558279,0.6740310803220768,1.5409158712889715,7.941787793254513,0.6705884393893737,0.6669161935151918,0.6646511386476674,0.8162593317627075
D35,4.109909016984638,4.024183458651488,4.043829241092781,4.0518656261969825,4.109909016984638,4.336793068921491,4.600175970306538,4.411458853506478,3.3768957705012608,4.1027653691830315,4.092047040831092,4.086172502592643,3.93845406761233
D36,2.1959285106864663,2.1959284915714257,2.1959284959522636,2.1959284978596383,2.195928472457718,7.0937193602961806,12.12714322980189,3.01043392528713,4.8826484891632065,2.1959285090934384,2.1959285073938477,2.1959285063469234,2.1959285106864663
D37,6.2383213309351735,6.238321152690575,6.476855731477345,6.5961125116553125,6.238320974445968,2.734800698590966,8.243115614821269,6.317756793126425,3.997103694717558,7.1922850035023345,7.1922850035023345,6.372500252989564,6.2383213309351735
D38,2.331800601362272,1.6979202681491243,1.7034144658674089,1.70580626514244,2.6543546338519195,1.673941626505124,1.5043335935028506,1.7218923133900859,2.331800601362272,1.719894909322922,1.717764235868352,1.7164500011236732,1.7655751405538962
D39,5.985704661948413,10.616411657896688,10.713743330717703,10.746561005542363,14.130474478242983,5.985704661948413,11.747870831927578,15.277035552663623,16.085577263029837,11.00568511728994,10.91063423245896,10.878249516578755,14.712152200999082
D40,6.344279398345666,5.860613540533008,5.860292373688459,5.860181902876098,5.8760251266039125,4.387298942444758,5.9966304325246105,5.84519338522066,6.344279398345666,5.85932885086522,5.8596295422211595,5.859737101055993,4.909694858399709
D41,22.854449240739385,9.832362283969335,10.104549400118998,10.196338135129784,4.556288070947742,22.854449240739385,3.913404492846905,0.9665695108482298,15.083000948334796,10.920490734601982,10.655104910748516,10.56459444959398,3.9365889471569675
D42,3.0759911255428345,1.0005205567224098,0.7056141563381123,0.6366145743188262,0.7400937753615477,2.310439222428568,5.023216373166442,3.0759911255428345,0.6579607738938701,0.5565083484766153,0.41205041603720927,0.44119057530112843,0.7400938441385434
D43,1.4854238687640835,1.4324483695328658,1.4445886601418083,1.449873945357917,1.3794720857000184,2.2982462043692724,1.4854238687640835,1.8477526459627505,4.891481191554105,1.4810092755316469,1.476300249176573,1.4733957020142856,1.379472080623197
D44,1.983889665018099,1.622225801176871,1.7051082797232169,1.7360628474761244,1.2937059240058117,1.361500992055629,1.1095919918911334,1.331225816881016,1.983889665018099,1.9537515732780901,1.8908342095185504,1.867651590199441,1.2053901754264982
D45,3.303415752811525,3.0835894088409423,3.092415496555619,3.096257944171555,3.303415752811525,3.1221030979230235,3.592545099984431,3.0450753382628926,4.468760334971873,3.1188936385867847,3.1154701247753533,3.1133584880156544,3.3034158163458844
D46,2.3777878033296744,1.1938208895531073,1.0328409839333597,0.9998004414680562,2.846172291023525,9.593976730756653,2.3777878033296744,2.5804026702526093,3.0785515713505416,2.1618948718739537,1.9315945115051125,1.7895404432521314,2.8461722718692983
D47,5.928283508346054,4.5823933346053565,4.58239333492686,4.582393335076629,4.582393319161145,4.300175739551889,4.787808404096426,4.407489776506454,5.928283508346054,4.582393335892043,4.58239333582348,4.582393334735156,4.5823933500495695
D48,1.1202635251761879,1.1179836801216416,1.1159739022144661,1.1155334948140143,3.107462700375936,2.328758800187421,1.2809113331324486,1.4459196520147024,1.9432818387621065,1.1202635251761879,1.117675284231991,1.1167221346595373,2.010425402011424
D49,2.133990367677028,1.7391516634022153,1.820922179793041,1.8504836459827996,5.9816476739491895,2.133990367677028,1.528566686856727,6.987440692297632,1.9741459590545491,2.092287805807761,1.9982837723975553,1.969414510217347,1.5116212749636992
D50,1.9032415341746143,2.949182756544064,2.6973716872640394,2.6120496893197966,4.5845948748729555,1.075584341956473,1.9032415341746143,1.771119373882226,0.944230574698382,1.985183200516358,2.203098974536928,2.284683917702393,4.0477653850858255
D51,6.999961815908502,4.354157714170337,5.108770856013937,5.42407190125314,2.709855376955337,7.645333821303741,1.0872753854981112,2.323887917269213,3.5045394156368634,7.371258179408178,6.999961815908502,6.793942047754172,2.7098554217216964
D52,3.140466159182023,6.27067064068839,6.347902299650038,6.381523791101413,1.888038307760404,6.607646840527092,2.6187523256943566,5.9336066636536735,3.140466159182023,6.579568973666554,6.549617773764953,6.531143405922406,1.8880382530077349
D53,3.3692795702896126,3.2571976146261896,3.2315116062166895,3.2211846859418407,3.2338090252037768,3.1451117358710263,3.5510474199804416,2.764486916702647,3.3692795702896126,3.1544523704151564,3.169549597065687,3.1774858284747576,4.160638600758755
D54,0.6602006541288928,1.0565010536855075,1.105510021296151,1.1268461009199504,0.8426413977290055,0.6602006541288928,1.258348587113033,1.2703567340854505,0.8409131201038589,1.2525355959839757,1.2335258604624866,1.2218005714403366,0.8426414545950498
D55,0.923992005955475,0.923991936110792,0.9239919201046227,0.9239919131365505,0.923992005955475,1.1351887141648715,1.520340039155213,0.4045460465640656,1.9566789404942557,0.9239918720867784,0.9239918782949111,0.9239918821246064,0.9239918662661122
D56,2.961630419303836,3.8200223097198123,3.8430583572258175,3.8509364181712655,4.018577970285853,2.7141480991520117,2.961630419303836,2.713154880762501,2.1800720632565884,3.9121656736636283,3.8903264811558396,3.882606172848985,4.925582702631904
D57,1.6032009288286155,1.5770929875133817,1.5836200063882742,1.5858146234806647,1.5103225104459332,1.9769496911577094,1.5602998711784357,1.9288031837939705,1.8903617993350486,1.6032009288286155,1.5967876709832205,1.5946082861268283,1.3243244115092023
D58,2.4930028489617717,2.947506256897182,3.0587782583184286,3.107219514460811,1.832221661255139,2.4930028489617717,2.4619133146114702,5.700424730169186,3.452138440422943,3.406638086223643,3.358102497267061,3.328165253147203,1.8322216249546632
D59,1.4164181902181514,1.8608618502627567,1.8687871074488167,1.8714522347335238,1.5595759332195378,2.2412550200447594,1.480433492020518,1.4164181902181514,2.028700746799665,1.8925627863115242,1.8847778449307941,1.8821345801374494,1.762986879561285
D60,0.4965519384256506,0.5609577104094553,0.564737677240606,0.5660112967355365,0.8314235844042603,1.0424039992659995,0.4965519384256506,1.2883395470425774,1.7352735185427453,0.5760775601292516,0.5723793892055599,0.571120357908318,1.6604387942506627
D61,1.7977311651260566,3.7230117606135567,3.563661548033839,3.4970006899289077,4.4182626022772205,4.570951055667931,3.027613681350219,5.259800016830903,1.7977311651260566,3.0855683643225675,3.163678099528491,3.2056489843084917,6.542553728991384
D62,5.646734378811101,5.6467344346649115,5.646734421865524,5.6467344162926505,5.646734378811101,1.9597878069624912,4.493784176220492,2.3916792650183956,5.0300478250353775,5.646734383466026,5.6467343884309305,5.646734391493418,5.646734490518721
D63,2.0521143254529166,2.0521143139947187,2.0521143166201705,2.0521143177630607,2.052114302536525,1.2717627160485823,1.7262237151655746,3.0008017735643313,2.1725913398864525,2.0521143244978486,2.05211432348017,2.0521143228514465,2.0521143254529166
D64,5.788881620284247,5.583991203174042,5.537032511477955,5.516588430546338,5.788881620284247,4.38804225352476,3.489659197479908,4.743480736845071,5.379068359159421,5.396146453673014,5.414363319140788,5.425599423851363,5.788881722099937
D65,3.4466249532945783,4.2007720462233475,4.010185575795344,3.9288049241381824,4.203474513950639,1.9827388047002497,3.4466249532945783,3.1955920177931216,5.123646684725348,3.5022210331042825,3.569222211430869,3.6096170032138843,4.203474350109233
D66,2.9755064146985375,2.3445407278809354,2.359293808514762,2.3642638658653836,1.7134754379701727,3.052638930440709,2.9755064146985375,2.61023128290584,3.37145780972651,2.4035528088516895,2.389114084025478,2.384199587041343,1.7134753630019692
D67,1.9275507777056455,3.127569059300632,2.844780511854127,2.7260792880453026,5.5555159468003215,11.431053825438124,4.5817709057285905,6.546189828849412,5.447008847866913,2.0267218647119813,2.132504524873641,2.197750247054864,1.9275507777056455
D68,1.6713712056481682,1.66413485311856,1.6657966662117587,1.6665194516803885,1.8994504621381365,1.8304672923185568,1.6352751072158431,2.3283790632197947,4.1909219217304745,1.6707695842042218,1.6701275797196629,1.6697314527111273,1.6713712056481682
D69,2.3826271918811393,2.4376412334846473,2.425034143658795,2.4195455677536075,11.918278338109157,2.221177706802618,2.3826271918811393,28.227555916846892,2.4982376371946495,2.3872118207117605,2.3921021918995105,2.395118577120753,34.02531724147658
D70,2.699824253147027,2.6597575803830598,2.6689396642889616,2.6729370762863787,2.619689359652183,1.7698954841055141,1.7185897046290584,1.4567529504192742,2.699824253147027,2.696485423777507,2.692923902599429,2.6907271377221575,1.6668704631173437
D71,3.6209279018177116,3.1952042716061113,3.195204282547409,3.1952042873109217,3.1952043193491035,3.6209279018177116,3.613114568091676,3.4793886057986576,3.7130665395243816,3.1952043153706304,3.195204311126483,3.195204308509017,3.195204223863799
