V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49
H1,621.765301200014,556.1860695540367,503.9199393178088,471.37827629043323,450.19139968389123,444.86918358382127,446.19222742457237,461.8547460594144,475.1409066401371,506.4175520865449,553.0790587599524,616.3736764379867,691.7811532037214,760.0022647370179,810.462311203383,831.243523076598,830.3569772699099,809.2200543964219,787.6356036588068,765.9599816731225,749.8984422014357,727.3494308676791,701.5464657536147,655.8694648806602,598.9752246386739,539.2226171777378,488.65165422796474,454.7819801233405,435.4216925142011,430.81241151619105,435.57720148789906,450.3112672753131,466.7502393797563,495.0371526358496,538.4500604629893,597.2186411432016,666.3881776550683,732.4426209965632,785.7639861298429,815.2720108681306,823.0591869384665,812.3583340366148,795.9642470296681,777.7903342511231,758.933507990298,735.4231541342989,704.2045841121549,659.6036719008086
H2,2810.73642860828,2504.361474227175,2284.3588836979393,2104.7088335727276,1967.2779262228926,1895.8330474034733,1879.0898451685252,1923.135115515984,2038.1701699944035,2200.110427098663,2373.1135542597854,2589.2855158942743,2809.005587738182,3010.103497382555,3184.5734735257092,3335.565330185012,3452.879113319726,3517.026898659456,3524.552726176163,3524.837975603237,3453.2618731155626,3275.557395977078,3090.48885380619,2909.041013196542,2653.7122612627204,2376.394673634561,2162.756234914297,1989.661401705629,1861.872263372173,1790.4045984471547,1771.6467397080064,1825.2914014233484,1941.358637699629,2091.9775878539153,2271.1061610049155,2479.4902384678776,2697.5375244833394,2897.709778834948,3075.4633663035743,3233.7745460702117,3355.7692174238427,3419.4889693350137,3435.25344374507,3424.6938710485815,3347.9105916601306,3183.6147738697123,3004.3063904626492,2815.043279567322
H3,1467.5368272936287,1387.3686859755041,1280.5119685541292,1168.9526174328341,1078.6799273953281,1018.5511100944436,985.277963224002,980.8954967133974,992.3613397567493,1041.4943957327114,1117.043844300815,1194.5418914871148,1260.372871433113,1313.148309679795,1363.956407069583,1413.5915570517338,1457.3724019557121,1502.5436995587893,1538.6968461727977,1567.8482642724437,1595.1687077666293,1602.299522148607,1581.8826418229246,1533.552137167533,1469.0000965620525,1382.26779584534,1276.225102056887,1169.1363148581272,1080.8639744743646,1021.3449383184877,990.1258104430756,986.4485636372874,997.8916175541036,1043.4018523064917,1111.3264996970483,1183.9208917376143,1249.8078141420328,1306.5465283146164,1360.7280653854334,1411.9808083926973,1458.0090008327657,1500.912071323609,1535.2801647616366,1563.9825853699392,1584.672824596054,1586.2852847877712,1561.2951820196338,1510.9200288520599
H4,5386.574295730998,5129.238070197749,4745.230654919327,4366.28669703354,4054.988991225123,3803.696489727631,3614.8843490112554,3507.076308039361,3468.2656686450473,3508.8524194915076,3613.3895665182686,3765.4471421476924,3950.6538762667865,4172.160312891278,4431.000635809391,4688.626066577338,4919.893289756983,5125.6276949242,5321.1164698865305,5527.933596863491,5687.037005843294,5683.212182373499,5527.3873173603815,5387.825936452585,5239.290473236335,4955.179288642015,4577.105801605442,4203.626497142108,3889.483644999586,3634.3314709782885,3445.5694667428756,3338.109882065151,3295.6429780051026,3330.429286874916,3438.111126115363,3602.0490732897874,3811.924492535136,4066.6783268017034,4356.221660175457,4641.242375256669,4897.256196049386,5122.0071829813405,5323.9528542669295,5514.011620856058,5646.424998558988,5635.010644389287,5492.743437036936,5330.009472273195
H5,3799.7301967919984,3644.9348814157083,3432.9179902003816,3236.123018847141,3136.1690353456147,3057.283090236514,2985.917955657479,2935.8389470808793,2922.265583213448,2948.4586798257374,2983.6161964840567,3076.183880412422,3168.2059076811233,3280.7780986119787,3443.6666081779977,3596.214586265683,3772.458003348224,3934.173683252047,4072.277970336101,4173.474700478856,4226.541928281021,4245.96309789796,4174.892725730063,4052.8328169675533,3916.2340344797267,3753.706044382571,3551.862578114919,3357.622149330536,3206.3150891764362,3089.7786761807065,2996.755173891793,2937.0954397605838,2917.764740685442,2939.0148812566777,2977.4323510309714,3047.326186606271,3129.2291377451456,3236.946404503337,3364.6880646311897,3501.700935214231,3657.1460266209683,3817.12268290728,3954.1020564362525,4050.5616853433116,4106.159308982376,4124.142310564722,4071.763327547373,3963.7834820587427
H6,5156.037621279795,5271.983469442953,5628.921945836723,5909.107410130026,6177.78853569045,6364.996765548846,6551.0831355891805,6685.016371727487,6843.478172054369,6947.369146228573,7110.535349915865,7238.443114019854,7338.057762670637,7457.139743017037,7498.37240855951,7434.424549679083,7244.857066650164,7025.301494625352,6829.274575225378,6370.860981913516,5895.494730873694,5473.075642892569,5243.853988591075,5162.491867550133,5125.97378627444,5171.260103632333,5511.008342659057,5867.874441548373,6137.2150057441095,6328.222405891275,6512.437586841818,6655.276173029401,6799.287765664048,6929.11472985399,7046.754093378653,7102.484809167966,7209.710658724316,7299.0534583462595,7301.706651026743,7199.620916242424,7007.370620790548,6837.1463886898055,6611.6480260993485,6251.0541629724685,5825.616184696299,5493.242517034391,5287.399384399378,5124.60200991139
H7,49695.92470640744,47842.58775741022,44835.582327461845,40693.70250720934,36772.733088572,33853.22646973131,31845.549172992913,30647.151525826997,30023.753915704496,30212.53780765126,31165.093527596702,32776.537664188996,34650.40573059023,36542.18294630787,38605.694959396336,40750.3990173182,42738.7880365555,44937.65218333053,47315.74663801617,49304.19232643768,50793.42327733454,51519.2666615467,51188.55816547128,49984.130709748766,48322.34445642045,46288.15605877115,43269.61013257356,39440.09954859855,35580.832019475936,32609.862387612084,30592.498746414072,29307.767850533433,28716.544360517244,28818.409123769754,29599.726204651713,30990.7609585589,32537.458332611626,34289.151182211885,36207.864756363335,38130.808667407015,40023.15955174269,42096.614840426926,44269.27974268879,46255.60363366387,47844.49480235337,48736.728805760176,48654.161113047114,47689.839353974625
H8,29600.40328198863,27308.035686730287,25655.915474299713,24400.61694641069,23512.18051986486,23336.715047844253,23963.195971454308,25067.483543810104,26367.753663355576,27976.40215180802,29928.449149983015,32102.372658708384,34209.986765551876,36242.051039673446,38073.593118430224,39368.160217264965,39973.641890712846,40088.3078944338,39736.81991516984,38672.06031062783,37109.12560108485,35692.607343218464,34068.185821304396,31689.159227930195,29026.431482993237,26791.9713423081,25126.799851146243,23835.428851967798,22924.877994693736,22677.569381863264,23204.555320609048,24215.854684938677,25514.327538185637,27128.317947421423,29090.140917017372,31211.05578211582,33296.972780039745,35315.55101593826,37118.894707203806,38385.59586674032,39011.45856123371,39143.24215134372,38752.86484499831,37678.57915619647,36163.66742111769,34607.85538158613,32849.08925135478,30578.256546217344
H9,35839.19313422283,33202.74083105057,30982.44429688987,29218.10901209073,27847.672665949623,26848.79330356611,26318.206000369802,26706.529907572174,27579.39729160505,28731.969801464464,30351.26020585317,32214.309855031483,34270.99294468982,36441.13828138209,38391.359967441065,40177.3990235915,41379.42708621094,42094.0168761612,42261.44188774234,41761.40669406856,40837.673105345486,39566.90845854796,38039.89602207818,36656.79026850168,34727.90160720517,32379.89177243886,30252.708240138414,28490.998473322197,27128.800538147018,26135.880885864823,25600.966838256405,25904.429301734843,26741.38689965718,27928.106594255416,29547.41886115812,31410.16417518811,33483.450946986915,35635.07971588754,37637.787695752486,39515.72086702767,40903.25138263664,41742.76288329514,42042.63802525905,41645.80877832049,40698.981413297966,39328.303217046414,37689.914120094414,36104.30389055531
H10,447.17950465859747,436.28358504621696,424.5448492514709,412.83249714480473,402.01377384151357,392.88965009323886,386.1354179458547,388.23564735353375,388.21901817165906,393.6364929768636,401.21540912801146,410.39244318103255,420.4857483267702,430.7455238447214,440.4096243875334,448.7600848100206,455.17636835471865,459.18138901964676,460.47765517438086,465.5854779652771,467.87636993685686,466.9549295903081,462.8881245729074,455.97620173876646,446.73041920795225,435.83512868534535,424.09702022018445,412.3852936902933,401.5671942183034,392.4436925631523,385.69008077796894,387.8428852038984,387.8268008691105,393.24481901171237,400.82427699683484,410.00185138663994,420.0956953781683,430.35600825708025,440.02064468215247,448.37163951429517,454.7884560021066,458.79400814963464,460.09064902878487,465.14805122095856,467.4395400615327,466.5186949571971,462.4524835618704,455.54115273627053
