V1,V2,V3,V4,V5,V6,V7,V8,V9
Q1,6877.060452728314,6797.073026340134,6919.5838809155875,6959.929678690124,7018.823395853638,6938.835969465458,7061.346824040912,7101.692621815449
Q2,7103.518375012633,7130.387486630466,7153.8731435279815,7174.402376292465,7192.348202140881,7208.036470934038,7221.751841793634,7233.743000931594
Q3,7158.10282661716,7143.2555993354545,7128.758832551037,7115.677368468673,7102.278596708233,7087.431369426527,7072.93460264211,7059.853138559746
Q4,7680.799081347886,7683.126725421367,7685.327341123514,7687.395852600511,7689.331167477522,7691.135043889478,7692.811231426434,7694.364823002379
Q5,1265.8679268086682,1384.1837350794585,1307.682418086622,1427.4391370062203,1349.546197999717,1465.2531201192294,1386.2695435229448,1503.3494843992223
Q6,9767.872214082325,9735.133651627533,9788.363414816682,9871.526748130173,9869.444549386948,9838.151574106607,9892.826924470206,9977.435844958147
Q7,3356.4871400848047,3360.560850469925,3365.9044295414155,3376.06000796343,3409.492655297023,3420.5982947763678,3393.3400352027984,3433.0911871692388
Q8,2584.275382552014,2562.9524613159842,2599.707067155172,2643.6263491899263,2629.508880091665,2609.1741683082696,2647.620727686648,2693.07484192591
Q9,2460.461358365421,2419.2207500832624,2401.8214467207913,2451.783292059562,2388.8848414609834,2310.7342958521713,2241.657946922508,2303.656908101608
Q10,2552.741506524477,2539.1145529417704,2533.1699497068457,2537.7737772032883,2534.175224976133,2519.508212641794,2512.5235506552376,2516.0873194000483
Q11,1155.6430642955715,1157.185334832101,1158.48672072214,1159.8463403640972,1161.191844772388,1162.5407790901156,1163.8888780146585,1165.2371808522923
Q12,3259.110713621622,3323.3482287873458,3228.986604672935,3282.696457574691,3198.8624957242478,3285.65874440055,3212.3524448140743,3288.6210312264093
Q13,1738.5605809448298,1763.9809198193886,1767.7797305653517,1786.4241465644443,1807.8122050568138,1827.4865634597963,1845.707655401857,1866.625236571029
Q14,12271.882930192494,12478.747170058752,12444.362370894569,12555.282790795718,12574.630262274857,12896.632311843627,12912.447414594164,13180.717193519611
Q15,1335.0618076188885,1314.1551233751038,1355.4185050414274,1338.2327152213727,1366.0628556085242,1347.9268688060877,1329.891357454385,1331.6089037343536
Q16,2061.748392964055,2065.1938962560475,2225.7188514445565,2188.744753293666,2191.864463614915,2182.723117714668,2254.732282309178,2215.7860507143937
Q17,2435.6750094575405,2450.480958246302,2438.509354609522,2471.2668345187253,2487.9750307823406,2500.496381456521,2495.0039388476307,2531.9722640166797
Q18,4919.40149058521,4723.709367606759,4881.757685243859,4709.940620126903,4854.932251357277,4662.147559126359,4804.380110037457,4619.862766631863
Q19,5700.975440200897,5693.487153091578,5769.520622403866,5848.113567623584,5844.262963233574,5838.914100912525,5917.053544545921,5997.720043855502
Q20,6283.555882019034,6267.5802378920025,6233.403507530205,6242.936426847954,6218.576062064394,6295.92018704187,6308.277851246764,6441.233759139614
Q21,9868.537452232638,10034.302892997346,10132.928445639593,10353.978549296078,10487.094546775841,10652.602487324268,10753.310008987193,10976.073174982035
Q22,5176.50386991009,5213.783278338705,5241.655777789411,5274.76683270472,5308.007961696044,5356.70559643447,5395.315354966411,5439.844636191532
Q23,5931.005335224927,5888.657472833969,6033.147103340429,6099.265464194102,5970.351065138873,5932.818763337679,6061.787794738343,6135.878850776973
Q24,2343.9974897330358,2326.808687708856,2337.6261898204903,2320.8684875526037,2331.568364059228,2314.8427559476286,2325.533875560992,2308.8106567684604
Q25,1350.1320138656108,1338.3729858578488,1356.5922043669766,1360.435968117568,1333.0959955460846,1320.5515644784298,1339.041601716563,1342.7900549004992
Q26,6830.562853360964,6422.493181032361,6826.104438922848,8193.16873222477,7015.114849495704,6487.564272423732,7733.546090451782,8448.427174902077
Q27,9192.184793666893,9188.240777601744,9184.167951804555,9179.966316275322,9175.635871014048,9171.176616020733,9166.588551295377,9161.87167683798
Q28,4979.96404088765,5004.532959921322,5025.484058986979,5046.974511707609,5068.383616959732,5089.8051089251685,5111.224700230888,5132.644584962745
Q29,1880.663388482492,1879.2910505619145,1878.3074881397483,1877.249652637397,1876.2060114602416,1875.159656679135,1874.1138208463806,1873.0678857373946
Q30,3079.2702467867493,3085.152983242409,3087.9625557363006,3094.316172015428,3095.8729533869355,3098.830872191007,3099.895968307077,3104.1093590568516
Q31,2494.4994817270945,2501.5102560969867,2483.9913469347634,2491.7240304208476,2475.366218359753,2481.8813951545167,2466.57612912511,2472.1813699361783
Q32,4803.449011999574,4799.238326231794,4727.109013128772,4772.639397793104,4886.088409792678,4881.877724024898,4809.748410921876,4855.278795586208
Q33,8229.505345209927,8272.558202294598,8282.246102989113,8324.169086953347,8334.03954313245,8377.523492680033,8387.576504343724,8430.318934969348
Q34,7191.588713806898,7360.921941893299,7262.904650755854,7323.451160602053,7331.853172687237,7488.541243792833,7397.886009655793,7452.206334764351
Q35,10100.665963482148,10228.410604381426,10220.766753521537,10150.223884148185,10213.210403625762,10338.527117637152,10329.463728524894,10257.282332914669
Q36,9078.681029088131,9205.201851704907,9188.169997972409,9296.488991675202,9289.11985102764,9392.309248984695,9387.663230951188,9489.40701854463
Q37,4887.442192930583,5154.914237134927,5422.416132613033,5689.947879364901,5957.509477390531,6225.100926689923,6492.722227263076,6760.373379109991
Q38,6063.568743927729,6346.4784217604965,6292.706164925924,6379.820399323502,6495.979304625611,6723.385836982737,6572.305138682152,6727.780405743375
Q39,5972.8458813567195,5995.555824160047,6018.129828409984,6040.567894106529,6062.870021249682,6085.036209839444,6107.066459875815,6128.960771358794
Q40,5232.193759984318,5243.2051309679455,5273.905751430206,5284.917122413834,5315.617742876093,5326.629113859721,5357.32973432198,5368.341105305608
Q41,1926.509429197098,1930.861232524128,1935.708211311908,1940.4030513420955,1955.06607278945,1955.7986076743694,1954.5452378267273,1954.8123527290022
Q42,2109.370530186771,2122.9484639930834,2136.818800442403,2150.2158370546827,2164.151646462748,2177.524986144018,2191.4693722920083,2204.8396077540983
Q43,5448.460906656476,5462.494498894998,5488.966808001078,5503.0004002396,5529.4727093456795,5543.5063015842015,5569.978610690281,5584.012202928803
