V1,V2,V3,V4,V5,V6,V7,V8,V9
Q1,6868.186895798124,6813.330168845199,6910.849826346449,6946.913004415824,6996.933164649148,6942.076437696223,7039.596095197473,7075.659273266848
Q2,7102.644849973922,7128.812666685595,7151.740029483533,7171.8293365896025,7189.432879317899,7204.859098178546,7218.378055834928,7230.226225197297
Q3,7157.84588563545,7142.6980139792395,7127.975234174558,7114.712394302396,7101.056681560246,7085.9088099040355,7071.186030099354,7057.923190227192
Q4,7679.706477690838,7681.079364034199,7682.441307687403,7683.7695664860385,7685.048626044705,7686.268401511977,7687.422856859648,7688.508947042632
Q5,1308.2601645285965,1421.4321976290205,1387.934924969421,1502.164319714162,1467.6467673799866,1578.9137781273885,1543.6029361820192,1655.8762302254818
Q6,9768.728275243773,9736.929237261209,9790.240268014162,9873.437102694836,9872.282359341378,9842.000302761582,9896.828314917304,9981.542131000748
Q7,3354.079874466969,3356.689871313741,3358.4570595721457,3369.385268340252,3398.052831323798,3404.9357949758014,3382.662107007948,3415.91193371386
Q8,2585.1039500224447,2564.087950191948,2600.9568314891626,2644.855593478268,2631.1030758673623,2611.244971054984,2649.80938756942,2695.2851063879243
Q9,2464.8057299692805,2430.463489153699,2419.2691752242354,2461.03830896466,2412.2243937189346,2349.914498974508,2300.1833026084932,2351.23370694699
Q10,2553.0982623469154,2539.894332931873,2534.121333961493,2538.85028582265,2535.648066308726,2521.4436550328437,2514.670174201624,2518.398644201942
Q11,1155.6590381558738,1157.1946659905323,1158.499185290738,1159.8585822330044,1161.20490472308,1162.5543523152285,1163.9030505765852,1165.2519290569876
Q12,3259.023077845091,3323.297535063127,3228.866894940401,3282.5950701262536,3198.710712035711,3285.583801307675,3212.245725249316,3288.572532489097
Q13,1740.9155674906983,1764.0351460285574,1768.675811110215,1785.8921948798463,1808.8116305299864,1829.383399182781,1847.8158484317034,1870.2698752573476
Q14,12310.556789396016,12524.97646568415,12515.965840928207,12627.05062363448,12658.472584726578,12959.53143184102,12946.052035206145,13206.678296472546
Q15,1347.9860851983997,1321.1388424286617,1380.1980573330834,1353.7702361161685,1397.028596788345,1378.3791826577647,1354.6474628515477,1362.1186206488446
Q16,2062.158832182068,2066.0415093135007,2223.228797719432,2187.5770836881475,2190.806162791914,2182.6403671896223,2253.92251891519,2216.073031087253
Q17,2435.928657942602,2450.5644131518497,2438.8276119214192,2471.4259749861926,2488.1283964632466,2500.4152299790894,2494.9942010486498,2531.6728148750135
Q18,4912.542166090741,4719.175258950512,4872.989890318367,4700.7630367121965,4844.067566763427,4656.101500504087,4797.289392889559,4615.58523421283
Q19,5700.964633643477,5693.463183811252,5769.344807068265,5847.785332237895,5843.918107878655,5838.55036176182,5916.532327717536,5997.040862050125
Q20,6275.517685921289,6267.179553407368,6241.673881059018,6253.886394827343,6235.714230451395,6307.350584746631,6326.016521325315,6440.930329733518
Q21,9820.823671402117,9944.461790561332,10044.880801223871,10232.019709316099,10324.56786499278,10447.822265522704,10551.343760176835,10741.035419260339
Q22,5176.773701753175,5214.01475461544,5242.004125330537,5275.218876908512,5308.423916585531,5356.756209861721,5395.176918500661,5439.482910492561
Q23,5931.112742507933,5889.3623136534015,6034.202750602117,6100.04360474091,5971.815509871956,5934.801045004276,6063.820073732123,6137.885579300286
Q24,2341.1848252741747,2326.9036073235693,2334.1339853155696,2320.495178505281,2327.5502745632466,2313.9592934435022,2321.001340257753,2307.413919625261
Q25,1350.1167508305584,1338.346896164442,1356.5838278198542,1360.4515827104485,1333.098356417628,1320.5390739789389,1339.049315872766,1342.8205272149783
Q26,6784.714590347452,6416.711215252251,6837.114289066012,8123.3919424278465,7038.287792480207,6690.8844141797335,7751.739370228005,8562.075553068551
Q27,9192.302307843436,9188.479413926421,9184.531318248954,9180.458020811035,9176.259521612665,9171.935820653844,9167.48691793457,9162.912813454845
Q28,4980.849028480754,5005.092524944679,5026.0357467731055,5047.453269483951,5068.801473194941,5090.1599577749685,5111.516898434729,5132.874073359366
Q29,1880.6532299686264,1879.2860699798478,1878.3022338845974,1877.24564106558,1876.2028634267356,1875.1574614749286,1874.1125582349748,1873.067560184191
Q30,3078.9444795961012,3084.846254599567,3087.4426180330083,3093.645405367123,3095.176082847342,3098.428753616794,3099.5308541394957,3103.8723226661878
Q31,2494.6232981115745,2502.6827566533116,2483.003982090321,2493.3074789248485,2474.347963277723,2483.735135784811,2465.567791171702,2474.2701243393303
Q32,4802.851753987548,4798.514857854802,4727.127838319868,4772.929468905228,4885.781222892776,4881.44432676003,4810.057307225095,4855.858937810455
Q33,8227.744621406151,8271.142930057782,8279.159589838608,8321.160680902029,8329.44937905753,8373.490087981112,8382.05082451129,8424.986545530639
Q34,7187.35449034894,7335.664872367773,7251.729582287939,7299.972613980857,7312.381746467165,7441.848717890344,7368.884130910347,7407.849100208797
Q35,10099.622334431215,10227.43799835216,10219.98792109367,10148.954152587632,10211.146611841708,10336.37521705656,10327.488958945381,10254.75717578785
Q36,9069.029542681616,9195.794762598483,9185.917876370822,9285.559309976563,9290.081491344812,9382.078964581107,9390.659056625895,9480.502327294029
Q37,4832.890306317927,5045.825096054221,5258.804369208882,5471.828125781911,5684.8963657733075,5898.009089183071,6111.166296011203,6324.367986257701
Q38,6054.5551394854265,6343.611784574096,6286.693455626829,6374.7026779490925,6492.5896621121765,6724.915199131706,6567.897321844594,6726.228382545764
Q39,5974.390098902015,5998.577792316319,6022.563080242911,6046.345962681793,6069.926439632964,6093.304511096423,6116.4801770721715,6139.453437560209
Q40,5232.996914257112,5247.579278043096,5276.977454752988,5291.559818538972,5320.957995248864,5335.540359034848,5364.93853574474,5379.520899530724
Q41,1926.630445419261,1930.8699972854874,1935.7148652652702,1940.3744311932821,1954.9556801615286,1955.6085645860721,1954.343612694108,1954.6196806926669
Q42,2109.2924632700406,2122.831149219243,2136.6380352624537,2149.9905337962796,2163.864807512534,2177.192916113941,2191.076017391328,2204.400930992675
Q43,5449.807212851757,5460.391081646168,5489.510730547877,5500.094599342287,5529.214248243997,5539.798117038407,5568.917765940117,5579.501634734527
