V1,V2,V3,V4,V5,V6,V7,V8,V9
Q1,6890.517500296333,6772.418522883195,6932.829368460578,6979.669903074185,7052.020667805718,6933.92169039258,7094.332535969963,7141.17307058357
Q2,7104.843105116949,7132.775754049711,7157.108082728799,7178.304477552221,7196.769387265815,7212.855063596298,7226.868301685401,7239.076309627846
Q3,7158.46410453273,7144.039605350787,7129.860629493722,7117.034193110082,7103.996699265212,7089.572200083268,7075.3932242262035,7062.566787842564
Q4,7682.456051546147,7686.231617832926,7689.704107908041,7692.895237471945,7695.825785613952,7698.515470756158,7700.982882707879,7703.245455871784
Q5,1201.578672341732,1327.6951886816069,1185.976791913167,1314.1158838687516,1170.4427119384227,1292.8829090008162,1147.6681612691655,1272.0375437505102
Q6,9766.573968535316,9732.410585615233,9785.517103810245,9868.629631173504,9865.14091513451,9832.314847640117,9886.758681260819,9971.208524049767
Q7,3360.13783936841,3366.4313205699527,3377.1986166099778,3386.182475122868,3426.841533158356,3444.3510025697014,3409.533472488033,3459.144102899745
Q8,2583.0188321122496,2561.2304542406905,2597.8117575038514,2641.7621588780726,2627.091228573217,2606.0337262864546,2644.3015513535943,2689.722901521713
Q9,2453.872972694802,2402.1707581064325,2375.3613795490924,2437.747747608274,2353.489625379941,2251.3161998969745,2152.902276383899,2231.5050922927626
Q10,2552.2004743194107,2537.9319903570085,2531.727143482581,2536.1412156710753,2531.9416115527033,2516.5730491525183,2509.2681238403084,2512.58211759102
Q11,1155.618839399104,1157.1711838164638,1158.4678177845851,1159.8277751581145,1161.1720389178606,1162.5201948376637,1163.867384847768,1165.2148147037801
Q12,3259.227015027573,3323.415504409619,3229.1454714137894,3282.831008819238,3199.063927800006,3285.7582013508127,3212.4940723081777,3288.6853938823874
Q13,1734.989164632395,1763.8986839491552,1766.4207942772462,1787.2308691876083,1806.296542708672,1824.6099482812665,1842.5105097579608,1861.0980194070555
Q14,12213.23272182227,12408.638888209513,12335.773300033972,12446.444458212412,12447.480560039061,12801.243680604704,12861.48487706402,13141.346307627473
Q15,1315.4617059304621,1303.5640785162304,1317.8394804714133,1314.6695421426064,1319.1022675022964,1301.7449105133508,1292.3478908885625,1285.3398917659695
Q16,2060.8399291052606,2063.3177942776224,2231.2303223675326,2191.329266637102,2194.206900709698,2182.906277261811,2256.5246080551765,2215.1508499697197
Q17,2435.290342997869,2450.3543960748334,2438.0267066906813,2471.02549264674,2487.742446568424,2500.61945040177,2495.0187065473388,2532.4263887127063
Q18,4929.803886910915,4730.585495899585,4895.0543411741955,4723.858734085354,4871.4089110035975,4671.31661040073,4815.133421105536,4626.349788430401
Q19,5700.991828708727,5693.523503311456,5769.787252274272,5848.611347626961,5844.7859479793415,5839.465723569806,5917.843987398544,5998.750045909265
Q20,6295.746076785282,6268.187889390933,6220.861207879896,6226.330432078756,6192.585453222078,6278.58560443374,6281.3765613898995,6441.693920040538
Q21,9940.897005829665,10170.54994686268,10266.455660089887,10538.933232504027,10733.571726674896,10963.158581960619,11059.598618927648,11332.515837593048
Q22,5176.094660843609,5213.4322367787745,5241.127497025788,5274.081292464078,5307.377152114496,5356.62883946954,5395.525298523365,5440.393205381532
Q23,5930.867525491804,5887.753121448279,6031.792647075145,6098.267065034508,5968.472098162052,5930.275381736346,6059.180263685287,6133.304102449796
Q24,2348.262989995619,2326.664738920294,2342.9222354208828,2321.434623280014,2337.6619319379674,2316.1825565525182,2332.4076178110577,2310.928855628729
Q25,1350.1528602257013,1338.4086193436885,1356.603645113658,1360.4146415973355,1333.0927710512085,1320.5686240900473,1339.0310656680342,1342.7484356001273
Q26,6900.09328643733,6431.261726628191,6809.407630838004,8298.98758106161,6979.972301982145,6179.222438289774,7705.955369696508,8276.075586576637
Q27,9192.022005028337,9187.910202316729,9183.664591865176,9179.285173673677,9174.771947742236,9170.12491407085,9165.344072659518,9160.429423508242
Q28,4978.6219274340265,5003.6843607410865,5024.647405901974,5046.248459435617,5067.7499239234385,5089.266968708252,5110.781571825972,5132.296558089874
Q29,1880.678794210475,1879.298603782152,1878.3154563944236,1877.2557363209958,1876.2107855589445,1875.162985780154,1874.1157356390477,1873.068379449778
Q30,3079.764283689328,3085.6181475468316,3088.7510587526945,3095.333412200426,3096.92978100114,3099.440698535023,3100.449676223704,3104.4688327165804
Q31,2494.312037385182,2499.735219650111,2485.4861083451483,2489.326864132788,2476.9077441808454,2479.075036416281,2468.1026415079077,2469.0192262816036
Q32,4804.354773865019,4800.335490361099,4727.080464093246,4772.199495194331,4886.554269059349,4882.53498555543,4809.279959287576,4854.398990388661
Q33,8232.175542084526,8274.70451024781,8286.926904004133,8328.73143592513,8341.000681353251,8383.640286579193,8395.956383679113,8438.405682920866
Q34,7198.010056109162,7399.2251374109155,7279.852017987697,7359.057166310365,7361.382245518131,7559.352029939133,7441.868334321059,7519.475573029895
Q35,10102.248662042855,10229.88559414075,10221.947879096297,10152.149474770233,10216.34021328687,10341.790547251958,10332.458533018334,10261.111818637206
Q36,9093.317832874525,9219.468018764825,9191.585416136732,9313.06422161727,9287.661491139577,9407.823819402913,9383.119960543714,9502.91128235684
Q37,4970.171963962317,5320.351589058914,5670.538875289792,6020.733822654949,6370.936431154388,6721.1467007881065,7071.364631556105,7421.590223458385
Q38,6074.963680574761,6350.102404745123,6300.30739060415,6386.290187432337,6500.2644673420255,6721.452427888801,6577.877470365573,6729.742462778901
Q39,5970.513029140472,5990.990531444481,6011.432506912028,6031.838955543111,6052.209877337732,6072.54527229589,6092.845140417585,6113.109481702817
Q40,5230.975749513603,5236.571589793544,5269.247410017092,5274.843250297034,5307.519070520581,5313.114910800523,5345.790731024071,5351.386571304012
