V1,V2,V3,V4,V5,V6,V7,V8,V9
Q1,6874.3690432147105,6802.003927031522,6916.93478340659,6955.981633813312,7012.183941463223,6939.818825280035,7054.749681655103,7093.796532061825
Q2,7103.25342899177,7129.9098331466175,7153.226155687819,7173.621956040513,7191.463965115895,7207.072752401586,7220.7285498152805,7232.676339192343
Q3,7158.030571034045,7143.098798132388,7128.5384731625,7115.406003540392,7101.934976196837,7087.003203295179,7072.4428783252915,7059.310408703183
Q4,7680.467687308234,7682.505746939057,7684.45198776661,7686.2959756262235,7688.032243850236,7689.658958516142,7691.176901170145,7692.588696428499
Q5,1278.7257777020557,1395.481444359029,1332.023543321313,1450.1037876337139,1385.3668952119756,1499.7271623429117,1433.9898199737004,1549.6118725289646
Q6,9768.131863191726,9735.678264829992,9788.932677017969,9872.106171521506,9870.305276237435,9839.318919399906,9894.040573112085,9978.681309139825
Q7,3355.7570002280836,3359.386756449919,3363.645592127703,3374.0355145315425,3406.022879724756,3415.847753217701,3390.1013477457514,3427.8806040231375
Q8,2584.5266926399668,2563.296862731043,2600.086129085436,2643.999187252297,2629.9924103953545,2609.8022567126322,2648.2845629532585,2693.745230006749
Q9,2461.7790354995445,2422.6307484786284,2407.113460155131,2454.5904009498195,2395.963884677192,2322.6179150432104,2259.4090810302296,2318.0872712633773
Q10,2552.84971296549,2539.351065458723,2533.4585109516993,2538.1002895097317,2534.62194766082,2520.0952453396503,2513.174636018224,2516.7883597618543
Q11,1155.647909274865,1157.1881650352284,1158.4905013096509,1159.8500534052937,1161.1958059432936,1162.544895940606,1163.8931766480366,1165.2416540819947
Q12,3259.0874533404312,3323.3347736628907,3228.9548313247637,3282.6695473257814,3198.822209309096,3285.6388530104973,3212.3241193152535,3288.608158695213
Q13,1739.2748642073166,1763.997366993435,1768.0515178229725,1786.2628020398113,1808.1153375264419,1828.061886495502,1846.3470845306358,1867.7306800038234
Q14,12283.612971866538,12492.768826428599,12466.080185066687,12577.050457312378,12600.060202722016,12915.71003809141,12922.639922100192,13188.591370698037
Q15,1338.9818279565739,1316.2733323468785,1362.9343099554303,1342.945349837126,1375.4549732297698,1357.1632604646352,1337.4000507675496,1340.8627061280306
Q16,2061.9300857358135,2065.569116651732,2224.6165572599607,2188.227850624978,2191.3959761959586,2182.68648580524,2254.3738171599784,2215.9130908633288
Q17,2435.751942749475,2450.506270680596,2438.6058841932904,2471.315102893123,2488.021547625124,2500.471767667471,2495.000985307689,2531.881439077474
Q18,4917.321011320069,4722.334141948194,4879.098354057792,4707.156997335213,4851.636919428014,4660.313748871486,4802.229447823842,4618.5653622721575
Q19,5700.97216249933,5693.479883047601,5769.467296429782,5848.014011622906,5844.158366284418,5838.803776381066,5916.895455975394,5997.514043444747
Q20,6281.117843065784,6267.458707592215,6235.911967460267,6246.257625801794,6223.774183832858,6299.3871035634975,6313.658109218139,6441.141726959431
