iter	Passed	Remaining
197	513	2079
198	515	2075
199	518	2072
200	520	2069
201	522	2066
202	525	2062
203	527	2059
204	530	2058
205	533	2055
206	535	2053
207	538	2050
208	540	2047
209	543	2045
210	546	2044
211	549	2042
212	552	2039
213	554	2036
214	557	2033
215	560	2033
216	562	2030
217	565	2027
218	567	2023
219	570	2022
220	572	2019
221	575	2016
222	577	2013
223	580	2009
224	582	2006
225	585	2003
226	587	2001
227	590	1998
228	592	1995
229	595	1992
230	597	1988
231	599	1985
232	602	1982
233	604	1979
234	607	1976
235	609	1973
236	612	1970
237	614	1967
238	616	1964
239	619	1962
240	622	1959
241	625	1958
242	627	1954
243	629	1951
244	632	1949
245	635	1947
246	637	1944
247	640	1941
248	642	1938
249	645	1935
250	647	1933
251	650	1930
252	652	1927
253	655	1924
254	657	1921
255	660	1918
256	662	1916
257	665	1914
258	668	1913
259	671	1910
260	673	1908
261	676	1905
262	679	1903
263	681	1901
264	684	1898
265	686	1895
266	689	1892
267	692	1890
268	694	1887
269	697	1885
270	699	1882
271	701	1878
272	704	1875
273	706	1873
274	709	1870
275	712	1869
276	715	1866
277	717	1864
278	720	1862
279	723	1861
280	726	1858
281	729	1856
282	731	1854
283	734	1851
284	737	1849
285	739	1847
286	742	1844
287	744	1841
288	747	1838
289	749	1834
290	752	1832
291	754	1829
292	756	1826
293	759	1823
294	761	1820
295	764	1817
296	766	1814
297	769	1812
298	771	1809
299	774	1806
300	776	1803
301	778	1800
302	781	1797
303	784	1795
304	786	1792
305	788	1789
306	791	1786
307	793	1783
308	796	1780
309	799	1778
310	801	1776
311	804	1773
312	806	1771
313	809	1768
314	812	1765
315	815	1764
316	818	1763
317	821	1760
318	823	1758
319	826	1755
320	828	1753
321	831	1750
322	833	1747
323	836	1744
324	838	1741
325	840	1738
326	843	1736
327	845	1733
328	848	1730
329	850	1727
330	853	1724
331	855	1721
332	858	1719
333	860	1716
334	863	1713
335	865	1710
336	867	1707
337	870	1704
338	873	1703
339	875	1700
340	878	1697
341	880	1694
342	883	1691
343	885	1688
344	888	1686
345	890	1683
346	892	1680
347	895	1677
348	897	1674
349	900	1671
350	902	1669
351	905	1666
352	907	1663
353	910	1660
354	912	1658
355	914	1655
356	917	1653
357	920	1650
358	923	1648
359	925	1645
360	928	1643
361	931	1641
362	934	1640
363	937	1638
364	940	1635
365	943	1633
366	946	1631
367	949	1630
368	952	1628
369	955	1626
370	957	1623
371	960	1622
372	963	1619
373	966	1618
374	969	1615
375	971	1612
376	974	1610
377	977	1608
378	980	1605
379	982	1603
380	985	1600
381	987	1598
382	990	1596
383	993	1594
384	996	1591
385	999	1589
386	1001	1587
387	1004	1584
388	1007	1582
389	1010	1581
390	1013	1579
391	1016	1576
392	1019	1574
393	1021	1571
394	1025	1570
395	1027	1567
396	1030	1564
397	1031	1559
398	1033	1556
399	1036	1554
400	1038	1551
401	1040	1548
402	1043	1545
403	1046	1543
404	1048	1540
405	1051	1537
406	1053	1535
407	1056	1532
408	1058	1529
409	1060	1526
410	1063	1523
411	1066	1522
412	1069	1520
413	1072	1518
414	1074	1515
415	1084	1522
416	1087	1520
417	1090	1518
418	1093	1515
419	1095	1513
420	1098	1511
421	1102	1509
422	1104	1507
423	1108	1505
424	1110	1502
425	1113	1500
426	1115	1497
427	1118	1494
428	1120	1491
429	1123	1488
430	1125	1485
431	1128	1483
432	1130	1480
433	1133	1477
434	1136	1475
435	1138	1473
436	1141	1470
437	1143	1467
438	1146	1464
439	1148	1461
440	1150	1458
441	1153	1456
442	1155	1453
443	1158	1450
444	1161	1448
445	1163	1445
446	1165	1442
447	1168	1439
448	1170	1436
449	1173	1433
450	1175	1431
451	1178	1428
452	1180	1425
453	1182	1422
454	1185	1419
455	1187	1417
456	1190	1414
457	1193	1411
458	1195	1409
459	1197	1406
460	1200	1403
461	1204	1403
462	1208	1401
463	1210	1398
464	1213	1395
465	1215	1393
466	1218	1390
467	1221	1388
468	1223	1385
469	1226	1382
470	1228	1380
471	1232	1378
472	1235	1375
473	1237	1373
474	1240	1371
475	1243	1368
476	1246	1366
477	1249	1363
478	1251	1361
479	1254	1358
480	1257	1356
481	1260	1354
482	1263	1352
483	1266	1350
484	1269	1348
485	1272	1345
486	1275	1344
487	1278	1341
488	1281	1339
489	1284	1336
490	1286	1334
491	1290	1332
492	1293	1330
493	1296	1327
494	1299	1325
495	1301	1322
496	1305	1321
497	1309	1319
498	1313	1318
499	1316	1316
500	1319	1314
501	1322	1312
502	1325	1310
503	1329	1308
504	1332	1306
505	1337	1305
506	1340	1303
507	1344	1302
508	1347	1300
509	1351	1298
510	1355	1297
511	1359	1296
512	1363	1294
513	1366	1292
514	1369	1289
515	1372	1287
516	1375	1284
517	1378	1282
518	1381	1279
519	1383	1277
520	1386	1274
521	1389	1272
522	1392	1269
523	1395	1267
524	1398	1265
525	1401	1262
526	1404	1260
527	1408	1259
528	1412	1257
529	1416	1256
530	1420	1254
531	1424	1253
532	1427	1250
533	1430	1248
534	1434	1246
535	1437	1244
536	1440	1242
537	1443	1239
538	1446	1237
539	1449	1235
540	1453	1232
541	1456	1230
542	1459	1227
543	1461	1225
544	1465	1223
545	1468	1221
546	1471	1218
547	1474	1216
548	1477	1213
549	1480	1211
550	1483	1208
551	1486	1206
552	1489	1204
553	1492	1201
554	1496	1199
555	1499	1197
556	1503	1195
557	1506	1193
558	1509	1190
559	1512	1188
560	1515	1185
561	1518	1183
562	1521	1180
563	1524	1178
564	1527	1175
565	1529	1173
566	1532	1170
567	1535	1167
568	1538	1165
569	1541	1163
570	1545	1160
571	1547	1158
572	1550	1155
573	1553	1152
574	1556	1150
575	1559	1148
576	1562	1145
577	1565	1143
578	1568	1140
579	1571	1137
580	1574	1135
581	1577	1132
582	1580	1130
583	1583	1127
584	1586	1125
585	1589	1123
586	1593	1120
587	1596	1118
588	1600	1116
589	1604	1115
590	1608	1113
591	1611	1110
592	1614	1108
593	1617	1105
594	1621	1103
595	1625	1102
596	1629	1099
597	1632	1097
598	1635	1094
599	1639	1092
600	1643	1090
601	1647	1088
602	1650	1086
603	1652	1083
604	1656	1081
605	1659	1078
606	1662	1076
607	1665	1074
608	1668	1071
609	1671	1068
610	1674	1066
611	1678	1064
612	1681	1061
613	1684	1058
614	1687	1056
615	1690	1053
616	1693	1051
617	1696	1048
618	1698	1045
619	1701	1042
620	1703	1039
621	1706	1037
622	1709	1034
623	1712	1031
624	1715	1029
625	1717	1026
626	1720	1023
627	1723	1021
628	1726	1018
629	1729	1015
630	1732	1013
631	1735	1010
632	1737	1007
633	1740	1004
634	1742	1001
635	1745	998
636	1747	996
637	1750	993
638	1753	990
639	1755	987
640	1758	984
641	1761	981
642	1763	979
643	1766	976
644	1769	974
645	1773	971
646	1776	969
647	1779	966
648	1783	964
649	1786	961
650	1788	959
651	1791	956
652	1794	953
653	1797	950
654	1799	948
655	1802	945
656	1805	942
657	1807	939
658	1810	936
659	1814	934
660	1817	932
661	1821	929
662	1824	927
663	1826	924
664	1829	921
665	1832	918
666	1834	915
667	1836	912
668	1839	910
669	1842	907
670	1844	904
671	1847	901
672	1849	898
673	1852	895
674	1854	892
675	1857	890
676	1859	887
677	1861	884
678	1864	881
679	1866	878
680	1869	875
681	1871	872
682	1874	869
683	1876	866
684	1879	864
685	1881	861
686	1883	858
687	1886	855
688	1889	852
689	1891	849
690	1893	846
691	1896	844
692	1898	841
693	1901	838
694	1904	835
695	1906	832
696	1908	829
697	1911	826
698	1913	824
699	1915	821
700	1919	818
701	1921	815
702	1924	813
703	1926	810
704	1929	807
705	1932	804
706	1935	801
707	1937	799
708	1940	796
709	1942	793
710	1945	790
711	1947	787
712	1950	785
713	1952	782
714	1955	779
715	1957	776
716	1959	773
717	1962	770
718	1964	767
719	1967	765
720	1969	762
721	1972	759
722	1974	756
723	1978	754
724	1981	751
725	1984	748
726	1987	746
727	1990	743
728	1993	740
729	1995	738
730	1997	735
731	2000	732
732	2002	729
733	2006	726
734	2009	724
735	2011	721
736	2014	718
737	2017	716
738	2019	713
739	2022	710
740	2024	707
741	2027	704
742	2029	702
743	2032	699
744	2034	696
745	2037	693
746	2040	690
747	2042	688
748	2044	685
749	2047	682
750	2049	679
751	2052	676
752	2055	674
753	2057	671
754	2060	668
755	2062	665
756	2065	663
757	2068	660
758	2071	657
759	2073	654
760	2076	652
761	2078	649
762	2081	646
763	2083	643
764	2086	640
765	2088	638
766	2091	635
767	2093	632
768	2096	629
769	2098	626
770	2101	624
771	2103	621
772	2105	618
773	2108	615
774	2112	613
775	2115	610
776	2118	608
777	2121	605
778	2123	602
779	2126	599
780	2128	596
781	2130	594
782	2133	591
783	2135	588
784	2139	585
785	2142	583
786	2144	580
787	2148	577
788	2152	575
789	2155	572
790	2157	570
791	2160	567
792	2162	564
793	2165	561
794	2168	559
795	2170	556
796	2173	553
797	2175	550
798	2178	547
799	2180	545
800	2183	542
801	2186	539
802	2189	537
803	2191	534
804	2194	531
805	2196	528
806	2201	526
807	2204	523
808	2207	521
809	2209	518
810	2212	515
811	2215	512
812	2217	510
813	2220	507
814	2222	504
815	2225	501
816	2227	498
817	2230	496
818	2232	493
819	2234	490
820	2237	487
821	2239	484
822	2242	482
823	2245	479
824	2247	476
825	2250	474
826	2252	471
827	2255	468
828	2258	465
829	2260	463
830	2263	460
831	2265	457
832	2267	454
833	2270	451
834	2273	449
835	2275	446
836	2278	443
837	2280	440
838	2283	438
839	2286	435
840	2289	432
841	2292	430
842	2296	427
843	2298	424
844	2301	422
845	2304	419
846	2306	416
847	2308	413
848	2311	411
849	2314	408
850	2316	405
851	2319	402
852	2322	400
853	2325	397
854	2327	394
855	2330	392
856	2333	389
857	2336	386
858	2339	384
859	2343	381
860	2345	378
861	2348	375
862	2351	373
863	2354	370
864	2357	367
865	2360	365
866	2362	362
867	2365	359
868	2368	356
869	2370	354
870	2373	351
871	2376	348
872	2379	346
873	2382	343
874	2385	340
875	2387	338
876	2390	335
877	2393	332
878	2395	329
879	2398	327
880	2400	324
881	2403	321
882	2410	319
883	2413	316
884	2416	313
885	2418	311
886	2421	308
887	2423	305
888	2426	302
889	2429	300
890	2432	297
891	2435	294
892	2438	292
893	2441	289
894	2443	286
895	2446	283
896	2448	281
897	2451	278
898	2454	275
899	2457	273
900	2460	270
901	2462	267
902	2465	264
903	2468	262
904	2471	259
905	2473	256
906	2476	253
907	2479	251
908	2481	248
909	2484	245
910	2486	242
911	2489	240
912	2491	237
913	2494	234
914	2496	231
915	2499	229
916	2501	226
917	2504	223
918	2506	220
919	2508	218
920	2511	215
921	2513	212
922	2516	209
923	2518	207
924	2521	204
925	2523	201
926	2526	198
927	2529	196
928	2532	193
929	2534	190
930	2538	188
931	2541	185
932	2542	182
933	2545	179
934	2547	177
935	2550	174
936	2553	171
937	2556	168
938	2559	166
939	2562	163
940	2565	160
941	2567	158
942	2570	155
943	2572	152
944	2575	149
945	2577	147
946	2579	144
947	2583	141
948	2586	139
949	2589	136
950	2592	133
951	2594	130
952	2597	128
953	2600	125
954	2603	122
955	2605	119
956	2608	117
957	2611	114
958	2614	111
959	2616	109
960	2619	106
961	2621	103
962	2624	100
963	2626	98
964	2629	95
965	2631	92
966	2634	89
967	2636	87
968	2639	84
969	2641	81
970	2644	78
971	2646	76
972	2648	73
973	2651	70
974	2653	68
975	2656	65
976	2659	62
977	2662	59
978	2664	57
979	2666	54
980	2669	51
981	2671	48
982	2674	46
983	2677	43
984	2679	40
985	2681	38
986	2684	35
987	2686	32
988	2689	29
989	2691	27
990	2694	24
991	2696	21
992	2699	19
993	2701	16
994	2705	13
995	2708	10
996	2711	8
997	2715	5
998	2718	2
999	2721	0
